ts_code,display_name,tushare_name,fullname,market,publisher,index_type,category,list_date,exp_date,observation_start_date,first_data_trade_date_all,continuity_start_floor,first_data_trade_date_for_continuity,last_data_trade_date,as_of_trade_date,observed_trade_days,expected_trade_days,missing_trade_days,first_missing_trade_date,last_missing_trade_date
399015.SZ,中小创新,中小创新,深证中小创新指数,SZSE,深圳证券交易所,,规模指数,2015-03-24,,2000-01-01,2012-01-04,2015-03-24,2015-03-24,2026-05-22,2026-05-22,2713,2713,0,,
930606.CSI,中证钢铁,中证钢铁,中证钢铁指数,CSI,中证指数有限公司,,主题指数,2015-03-31,,2000-01-01,2008-12-31,2015-03-31,2015-03-31,2026-05-22,2026-05-22,2708,2708,0,,
930608.CSI,中证基建,中证基建,中证基建指数,CSI,中证指数有限公司,,主题指数,2015-03-31,,2000-01-01,2004-12-31,2015-03-31,2015-03-31,2026-05-22,2026-05-22,2708,2708,0,,
930614.CSI,环保50,环保50,中证环保产业50指数,CSI,中证指数有限公司,,主题指数,2015-04-07,,2000-01-01,2011-12-30,2015-04-07,2015-04-07,2026-05-22,2026-05-22,2704,2704,0,,
399707.CSI,CSSW证券(CSI),CSSW证券(CSI),中证申万证券行业指数,CSI,中证指数有限公司,,行业指数,2015-04-16,,2000-01-01,1999-12-30,2015-04-16,2015-04-16,2026-05-22,2026-05-22,2697,2697,0,,
399707.SZ,CSSW证券,CSSW证券,中证申万证券行业指数,SZSE,中证指数有限公司,,行业指数,2015-04-16,,2000-01-01,1999-12-30,2015-04-16,2015-04-16,2026-05-22,2026-05-22,2697,2697,0,,
930620.CSI,CSSW丝路,CSSW丝路,中证申万一带一路主题投资指数,CSI,中证指数有限公司,,主题指数,2015-04-23,,2000-01-01,2008-12-31,2015-04-23,2015-04-23,2026-05-22,2026-05-22,2692,2692,0,,
930621.CSI,CSSW高铁,CSSW高铁,中证申万高铁主题投资指数,CSI,中证指数有限公司,,主题指数,2015-04-23,,2000-01-01,2008-12-31,2015-04-23,2015-04-23,2026-05-22,2026-05-22,2692,2692,0,,
930622.CSI,CSSW白酒,CSSW白酒,中证申万白酒行业投资指数,CSI,中证指数有限公司,,行业指数,2015-04-23,,2000-01-01,2009-01-05,2015-04-23,2015-04-23,2026-05-22,2026-05-22,2692,2692,0,,
930629.CSI,CSSW健康,CSSW健康,中证申万新兴健康产业主题投资指数,CSI,中证指数有限公司,,主题指数,2015-05-08,,2000-01-01,2008-12-31,2015-05-08,2015-05-08,2026-05-22,2026-05-22,2682,2682,0,,
930633.CSI,中证旅游,中证旅游,中证旅游主题指数,CSI,中证指数有限公司,,主题指数,2015-05-08,,2000-01-01,2008-12-31,2015-05-08,2015-05-08,2026-05-22,2026-05-22,2682,2682,0,,
930640.CSI,CSWD重组,CSWD重组,中证万得重组主题指数,CSI,中证指数有限公司,,主题指数,2015-05-08,,2000-01-01,2011-12-30,2015-05-08,2015-05-08,2026-05-22,2026-05-22,2682,2682,0,,
930632.CSI,CS稀金属,CS稀金属,中证稀有金属主题指数,CSI,中证指数有限公司,,主题指数,2015-05-12,,2000-01-01,2011-12-30,2015-05-12,2015-05-12,2026-05-22,2026-05-22,2680,2680,0,,
000824.SH,中证国企红利(SH),中证国企红利(SH),中证国有企业红利指数,SSE,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2015-05-19,2026-05-22,2026-05-22,2675,2675,0,,
000825.SH,中证央企红利(SH),中证央企红利(SH),中证中央企业红利指数,SSE,中证指数有限公司,,策略指数,2012-07-20,,2000-01-01,2005-01-04,2012-07-20,2015-05-19,2026-05-22,2026-05-22,2675,2675,0,,
000827.SH,中证环保,中证环保,中证环保产业指数,SSE,中证指数有限公司,,主题指数,2012-09-25,,2000-01-01,2015-05-19,2012-09-25,2015-05-19,2026-05-22,2026-05-22,2675,2675,0,,
000855.SH,央视500,央视500,央视财经500指数,SSE,中证指数有限公司,,主题指数,2014-11-03,,2000-01-01,2015-05-19,2014-11-03,2015-05-19,2026-05-22,2026-05-22,2675,2675,0,,
930641.CSI,中证中药,中证中药,中证中药指数,CSI,中证指数有限公司,,主题指数,2015-05-19,,2000-01-01,2004-12-31,2015-05-19,2015-05-19,2026-05-22,2026-05-22,2675,2675,0,,
930648.CSI,CS智消费,CS智消费,中证智能消费主题指数,CSI,中证指数有限公司,,主题指数,2015-06-05,,2000-01-01,2012-06-29,2015-06-05,2015-06-05,2026-05-22,2026-05-22,2662,2662,0,,
930651.CSI,CS计算机,CS计算机,中证计算机主题指数,CSI,中证指数有限公司,,主题指数,2015-06-05,,2000-01-01,2004-12-31,2015-06-05,2015-06-05,2026-05-22,2026-05-22,2662,2662,0,,
930652.CSI,CS电子,CS电子,中证电子指数,CSI,中证指数有限公司,,主题指数,2015-06-05,,2000-01-01,2004-12-31,2015-06-05,2015-06-05,2026-05-22,2026-05-22,2662,2662,0,,
930653.CSI,CS食品饮,CS食品饮,中证食品饮料指数,CSI,中证指数有限公司,,主题指数,2015-06-05,,2000-01-01,2004-12-31,2015-06-05,2015-06-05,2026-05-22,2026-05-22,2662,2662,0,,
399674.SZ,深A医药,深A医药,深A医药卫生指数,SZSE,深圳证券交易所,,一级行业指数,2015-06-08,,2000-01-01,2010-07-01,2015-06-08,2015-06-08,2026-05-22,2026-05-22,2661,2661,0,,
399675.SZ,深互联网,深互联网,深A软件与互联网指数,SZSE,深圳证券交易所,,二级行业指数,2015-06-08,,2000-01-01,2010-07-01,2015-06-08,2015-06-08,2026-05-22,2026-05-22,2661,2661,0,,
399676.SZ,深医药EW,深医药EW,深A医药卫生等权指数,SZSE,深圳证券交易所,,策略指数,2015-06-08,,2000-01-01,2010-07-01,2015-06-08,2015-06-08,2026-05-22,2026-05-22,2661,2661,0,,
399677.SZ,深互联EW,深互联EW,深A软件与互联网等权指数,SZSE,深圳证券交易所,,策略指数,2015-06-08,,2000-01-01,2010-07-01,2015-06-08,2015-06-08,2026-05-22,2026-05-22,2661,2661,0,,
931746.CSI,储能产业,储能产业,中证储能产业指数,CSI,中证指数有限公司,,主题指数,2015-06-11,,2000-01-01,2013-12-31,2015-06-11,2015-06-11,2026-05-22,2026-05-22,2658,2658,0,,
399990.SZ,煤炭等权,煤炭等权,中证煤炭等权指数,SZSE,中证指数有限公司,,策略指数,2015-01-21,,2000-01-01,2009-01-05,2015-01-21,2015-06-15,2026-05-22,2026-05-22,2656,2656,0,,
399991.SZ,一带一路,一带一路,中证一带一路主题指数,SZSE,中证指数有限公司,,主题指数,2015-02-16,,2000-01-01,2015-06-15,2015-02-16,2015-06-15,2026-05-22,2026-05-22,2656,2656,0,,
399994.SZ,信息安全,信息安全,中证信息安全主题指数,SZSE,中证指数有限公司,,主题指数,2015-03-12,,2000-01-01,2015-06-15,2015-03-12,2015-06-15,2026-05-22,2026-05-22,2656,2656,0,,
399995.SZ,基建工程,基建工程,中证基建工程指数,SZSE,中证指数有限公司,,行业指数,2015-03-12,,2000-01-01,2005-01-04,2015-03-12,2015-06-15,2026-05-22,2026-05-22,2656,2656,0,,
399997.SZ,中证白酒,中证白酒,中证白酒指数,SZSE,中证指数有限公司,,主题指数,2015-01-21,,2000-01-01,2009-01-05,2015-01-21,2015-06-15,2026-05-22,2026-05-22,2656,2656,0,,
399678.SZ,深次新股,深次新股,深证次新股指数,SZSE,深圳证券交易所,,主题指数,2015-06-18,,2000-01-01,2011-01-04,2015-06-18,2015-06-18,2026-05-22,2026-05-22,2653,2653,0,,
399679.SZ,深证200R,深证200R,深证200全收益指数,SZSE,深圳证券交易所,,规模指数,2015-06-18,,2000-01-01,2011-09-01,2015-06-18,2015-06-18,2026-05-22,2026-05-22,2653,2653,0,,
000160.SH,沪新丝路,沪新丝路,上证一带一路主题指数,SSE,中证指数有限公司,,主题指数,2015-06-24,,2000-01-01,2013-01-04,2015-06-24,2015-06-24,2026-05-22,2026-05-22,2650,2650,0,,
930660.CSI,CSSW体育,CSSW体育,中证申万体育产业主题投资指数,CSI,中证指数有限公司,,主题指数,2015-06-24,,2000-01-01,2008-12-31,2015-06-24,2015-06-24,2026-05-22,2026-05-22,2650,2650,0,,
930661.CSI,CSSW互金,CSSW互金,中证申万互联网金融主题投资指数,CSI,中证指数有限公司,,主题指数,2015-06-24,,2000-01-01,2011-12-30,2015-06-24,2015-06-24,2026-05-22,2026-05-22,2650,2650,0,,
930697.CSI,家用电器,家用电器,中证全指家用电器指数,CSI,中证指数有限公司,,三级行业指数,2015-07-07,,2000-01-01,2004-12-31,2015-07-07,2015-07-07,2026-05-22,2026-05-22,2641,2641,0,,
399808.SZ,中证新能,中证新能,中证新能源指数,SZSE,中证指数有限公司,,主题指数,2015-02-10,,2000-01-01,2012-01-04,2015-02-10,2015-07-09,2026-05-22,2026-05-22,2639,2639,0,,
930701.CSI,CS京津冀,CS京津冀,中证京津冀协同发展主题指数,CSI,中证指数有限公司,,主题指数,2015-07-09,,2000-01-01,2012-12-31,2015-07-09,2015-07-09,2026-05-22,2026-05-22,2639,2639,0,,
930662.CSI,CS现代农,CS现代农,中证现代农业主题指数,CSI,中证指数有限公司,,主题指数,2015-07-13,,2000-01-01,2010-12-31,2015-07-13,2015-07-13,2026-05-22,2026-05-22,2637,2637,0,,
930707.CSI,中证畜牧,中证畜牧,中证畜牧养殖指数,CSI,中证指数有限公司,,主题指数,2015-07-13,,2000-01-01,2011-12-30,2015-07-13,2015-07-13,2026-05-22,2026-05-22,2637,2637,0,,
930708.CSI,中证有色,中证有色,中证有色金属指数,CSI,中证指数有限公司,,主题指数,2015-07-13,,2000-01-01,2013-07-01,2015-07-13,2015-07-13,2026-05-22,2026-05-22,2637,2637,0,,
399803.SZ,工业4.0,工业4.0,中证工业4.0指数,SZSE,中证指数有限公司,,主题指数,2015-02-13,,2000-01-01,2015-07-27,2015-02-13,2015-07-27,2026-05-22,2026-05-22,2627,2627,0,,
399804.SZ,中证体育,中证体育,中证体育产业指数,SZSE,中证指数有限公司,,主题指数,2015-02-09,,2000-01-01,2015-07-27,2015-02-09,2015-07-27,2026-05-22,2026-05-22,2627,2627,0,,
399805.SZ,互联金融,互联金融,中证互联网金融指数,SZSE,中证指数有限公司,,主题指数,2015-02-10,,2000-01-01,2015-07-27,2015-02-10,2015-07-27,2026-05-22,2026-05-22,2627,2627,0,,
399806.SZ,环境治理,环境治理,中证环境治理指数,SZSE,中证指数有限公司,,主题指数,2014-07-21,,2000-01-01,2015-07-27,2014-07-21,2015-07-27,2026-05-22,2026-05-22,2627,2627,0,,
399807.SZ,高铁产业,高铁产业,中证高铁产业指数,SZSE,中证指数有限公司,,主题指数,2015-01-20,,2000-01-01,2015-07-27,2015-01-20,2015-07-27,2026-05-22,2026-05-22,2627,2627,0,,
399809.SZ,保险主题,保险主题,中证方正富邦保险主题指数,SZSE,中证指数有限公司,,主题指数,2015-02-13,,2000-01-01,2015-07-27,2015-02-13,2015-07-27,2026-05-22,2026-05-22,2627,2627,0,,
930712.CSI,CS物联网,CS物联网,中证物联网主题指数,CSI,中证指数有限公司,,主题指数,2015-07-31,,2000-01-01,2012-06-29,2015-07-31,2015-07-31,2026-05-22,2026-05-22,2623,2623,0,,
930713.CSI,CS人工智,CS人工智,中证人工智能主题指数,CSI,中证指数有限公司,,主题指数,2015-07-31,,2000-01-01,2012-06-29,2015-07-31,2015-07-31,2026-05-22,2026-05-22,2623,2623,0,,
930716.CSI,CS物流,CS物流,中证现代物流指数,CSI,中证指数有限公司,,主题指数,2015-07-31,,2000-01-01,2011-12-30,2015-07-31,2015-07-31,2026-05-22,2026-05-22,2623,2623,0,,
399810.CSI,CSSW传媒(CSI),CSSW传媒(CSI),中证申万传媒行业投资指数,CSI,中证指数有限公司,,行业指数,2015-08-03,,2000-01-01,2004-12-31,2015-08-03,2015-08-03,2026-05-22,2026-05-22,2622,2622,0,,
399810.SZ,CSSW传媒,CSSW传媒,中证申万传媒行业投资指数,SZSE,中证指数有限公司,,行业指数,2015-08-03,,2000-01-01,2004-12-31,2015-08-03,2015-08-03,2026-05-22,2026-05-22,2622,2622,0,,
399811.CSI,CSSW电子(CSI),CSSW电子(CSI),中证申万电子行业投资指数,CSI,中证指数有限公司,,行业指数,2015-08-03,,2000-01-01,2004-12-31,2015-08-03,2015-08-03,2026-05-22,2026-05-22,2622,2622,0,,
399811.SZ,CSSW电子,CSSW电子,中证申万电子行业投资指数,SZSE,中证指数有限公司,,行业指数,2015-08-03,,2000-01-01,2004-12-31,2015-08-03,2015-08-03,2026-05-22,2026-05-22,2622,2622,0,,
930715.CSI,CS朝阳88,CS朝阳88,中证朝阳永续超预期88指数,CSI,中证指数有限公司,,主题指数,2015-08-05,,2000-01-01,2012-01-31,2015-08-05,2015-08-05,2026-05-22,2026-05-22,2620,2620,0,,
930719.CSI,CS精准医,CS精准医,中证精准医疗主题指数,CSI,中证指数有限公司,,主题指数,2015-08-05,,2000-01-01,2012-06-29,2015-08-05,2015-08-05,2026-05-22,2026-05-22,2620,2620,0,,
930720.CSI,CS互医疗,CS互医疗,中证互联网医疗主题指数,CSI,中证指数有限公司,,主题指数,2015-08-05,,2000-01-01,2012-06-29,2015-08-05,2015-08-05,2026-05-22,2026-05-22,2620,2620,0,,
930721.CSI,CS智汽车,CS智汽车,中证智能汽车主题指数,CSI,中证指数有限公司,,主题指数,2015-08-05,,2000-01-01,2012-06-29,2015-08-05,2015-08-05,2026-05-22,2026-05-22,2620,2620,0,,
930725.CSI,CS车联网,CS车联网,中证车联网主题指数,CSI,中证指数有限公司,,主题指数,2015-08-05,,2000-01-01,2012-02-01,2015-08-05,2015-08-05,2026-05-22,2026-05-22,2620,2620,0,,
930726.CSI,CS生医,CS生医,中证生物医药指数,CSI,中证指数有限公司,,主题指数,2015-08-05,,2000-01-01,2012-06-29,2015-08-05,2015-08-05,2026-05-22,2026-05-22,2620,2620,0,,
930734.CSI,360互联+,360互联+,中证360互联网+大数据100指数,CSI,中证指数有限公司,,主题指数,2015-08-10,,2000-01-01,2012-12-31,2015-08-10,2015-08-10,2026-05-22,2026-05-22,2617,2617,0,,
399812.SZ,养老产业,养老产业,中证养老产业指数,SZSE,中证指数有限公司,,主题指数,2014-06-06,,2000-01-01,2005-01-04,2014-06-06,2015-08-19,2026-05-22,2026-05-22,2610,2610,0,,
399814.SZ,大农业,大农业,中证大农业指数,SZSE,中证指数有限公司,,主题指数,2014-07-22,,2000-01-01,2015-08-19,2014-07-22,2015-08-19,2026-05-22,2026-05-22,2610,2610,0,,
930743.CSI,中证生科,中证生科,中证生物科技主题指数,CSI,中证指数有限公司,,主题指数,2015-08-26,,2000-01-01,2011-12-30,2015-08-26,2015-08-26,2026-05-22,2026-05-22,2605,2605,0,,
399680.SZ,深成能源,深成能源,深成能源行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399681.SZ,深成材料,深成材料,深成原材料行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399682.SZ,深成工业,深成工业,深成工业行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399683.SZ,深成可选,深成可选,深成可选消费行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399684.SZ,深成消费,深成消费,深成主要消费行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399685.SZ,深成医药,深成医药,深成医药卫生行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399686.SZ,深成金融,深成金融,深成金融行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399687.SZ,深成信息,深成信息,深成信息技术行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399688.SZ,深成电信,深成电信,深成电信业务行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
399689.SZ,深成公用,深成公用,深成公用事业行业指数,SZSE,深圳证券交易所,,一级行业指数,2015-08-31,,2000-01-01,2010-07-01,2015-08-31,2015-08-31,2026-05-22,2026-05-22,2602,2602,0,,
000161.SH,沪中国造,沪中国造,上证中国制造主题指数,SSE,中证指数有限公司,,主题指数,2015-10-29,,2000-01-01,2012-07-02,2015-10-29,2015-10-29,2026-05-22,2026-05-22,2566,2566,0,,
000162.SH,沪互联+,沪互联+,上证互联网+主题指数,SSE,中证指数有限公司,,主题指数,2015-10-29,,2000-01-01,2012-07-02,2015-10-29,2015-10-29,2026-05-22,2026-05-22,2566,2566,0,,
930748.CSI,沪深300USD,沪深300USD,沪深300美元指数,CSI,中证指数有限公司,,规模指数,2015-11-06,,2000-01-01,2004-12-31,2015-11-06,2015-11-06,2026-05-22,2026-05-22,2560,2560,0,,
930749.CSI,沪深300USD(CNH),沪深300USD(CNH),沪深300美元指数(CNH),CSI,中证指数有限公司,,规模指数,2015-11-06,,2000-01-01,2004-12-31,2015-11-06,2015-11-06,2026-05-22,2026-05-22,2560,2560,0,,
930767.CSI,沪深300优选,沪深300优选,沪深300AH优选指数,CSI,中证指数有限公司,,策略指数,2015-12-10,,2000-01-01,2004-12-31,2015-12-10,2015-12-10,2026-05-22,2026-05-22,2536,2536,0,,
930781.CSI,中证影视,中证影视,中证影视主题指数,CSI,中证指数有限公司,,主题指数,2016-02-04,,2000-01-01,2012-06-29,2016-02-04,2016-02-04,2026-05-22,2026-05-22,2497,2497,0,,
930782.CSI,500SNLV,500SNLV,中证500行业中性低波动指数,CSI,中证指数有限公司,,策略指数,2016-02-04,,2000-01-01,2004-12-31,2016-02-04,2016-02-04,2026-05-22,2026-05-22,2497,2497,0,,
930790.CSI,CS娱乐TI,CS娱乐TI,中证娱乐主题指数,CSI,中证指数有限公司,,主题指数,2016-03-22,,2000-01-01,2012-12-31,2016-03-22,2016-03-22,2026-05-22,2026-05-22,2469,2469,0,,
930791.CSI,CS医药TI,CS医药TI,中证医药主题指数,CSI,中证指数有限公司,,主题指数,2016-03-22,,2000-01-01,2004-12-31,2016-03-22,2016-03-22,2026-05-22,2026-05-22,2469,2469,0,,
000847.SH,腾讯济安,腾讯济安,中证腾讯济安价值100A股指数,SSE,中证指数有限公司,,策略指数,2013-11-18,,2000-01-01,2016-04-11,2013-11-18,2016-04-11,2026-05-22,2026-05-22,2456,2456,0,,
000853.SH,CSSW丝路,CSSW丝路,中证申万一带一路主题投资指数,SSE,中证指数有限公司,,主题指数,2015-04-23,,2000-01-01,2016-04-11,2015-04-23,2016-04-11,2026-05-22,2026-05-22,2456,2456,0,,
930796.CSI,全球中国互联网(CNY),全球中国互联网(CNY),中证全球中国互联网指数(人民币),CSI,中证指数有限公司,,主题指数,2016-04-22,,2000-01-01,2013-12-31,2016-04-22,2016-04-22,2026-05-22,2026-05-22,2447,2447,0,,
930820.CSI,CS高端制,CS高端制,中证高端制造主题指数,CSI,中证指数有限公司,,主题指数,2016-05-11,,2000-01-01,2004-12-31,2016-05-11,2016-05-11,2026-05-22,2026-05-22,2435,2435,0,,
930821.CSI,中证VR,中证VR,中证虚拟现实主题指数,CSI,中证指数有限公司,,主题指数,2016-05-11,,2000-01-01,2012-06-29,2016-05-11,2016-05-11,2026-05-22,2026-05-22,2435,2435,0,,
930838.CSI,CS高股息,CS高股息,中证高股息精选指数,CSI,中证指数有限公司,,策略指数,2016-06-08,,2000-01-01,2004-12-31,2016-06-08,2016-06-08,2026-05-22,2026-05-22,2415,2415,0,,
399693.SZ,安防产业,安防产业,深证安防产业指数,SZSE,深圳证券交易所,,主题指数,2016-06-20,,2000-01-01,2012-07-02,2016-06-20,2016-06-20,2026-05-22,2026-05-22,2409,2409,0,,
930850.CSI,智能制造,智能制造,中证智能制造主题指数,CSI,中证指数有限公司,,主题指数,2016-07-20,,2000-01-01,2012-06-29,2016-07-20,2016-07-20,2026-05-22,2026-05-22,2387,2387,0,,
930851.CSI,云计算,云计算,中证云计算与大数据主题指数,CSI,中证指数有限公司,,主题指数,2016-07-20,,2000-01-01,2012-06-29,2016-07-20,2016-07-20,2026-05-22,2026-05-22,2387,2387,0,,
930875.CSI,空天军工,空天军工,中证空天一体军工指数,CSI,中证指数有限公司,,主题指数,2016-08-17,,2000-01-01,2011-06-30,2016-08-17,2016-08-17,2026-05-22,2026-05-22,2367,2367,0,,
930882.CSI,CS珠三角,CS珠三角,中证珠三角沿海区域发展主题指数,CSI,中证指数有限公司,,主题指数,2016-08-17,,2000-01-01,2012-12-31,2016-08-17,2016-08-17,2026-05-22,2026-05-22,2367,2367,0,,
930901.CSI,动漫游戏,动漫游戏,中证动漫游戏指数,CSI,中证指数有限公司,,主题指数,2016-10-18,,2000-01-01,2012-12-31,2016-10-18,2016-10-18,2026-05-22,2026-05-22,2330,2330,0,,
930902.CSI,中证数据,中证数据,中证大数据产业指数,CSI,中证指数有限公司,,主题指数,2016-10-18,,2000-01-01,2012-12-31,2016-10-18,2016-10-18,2026-05-22,2026-05-22,2330,2330,0,,
930903.CSI,中证A股,中证A股,中证A股指数,CSI,中证指数有限公司,,综合指数,2016-10-18,,2000-01-01,2005-01-04,2016-10-18,2016-10-18,2026-05-22,2026-05-22,2330,2330,0,,
399696.SZ,深证创投,深证创投,深证创业投资指数,SZSE,深圳证券交易所,,主题指数,2016-10-21,,2000-01-01,2010-07-01,2016-10-21,2016-10-21,2026-05-22,2026-05-22,2327,2327,0,,
399016.SZ,深证创新,深证创新,深证创新指数,SZSE,深圳证券交易所,,主题指数,2016-12-01,,2000-01-01,2013-01-04,2016-12-01,2016-12-01,2026-05-22,2026-05-22,2298,2298,0,,
399017.SZ,SME创新,SME创新,中小企业创新指数,SZSE,深圳证券交易所,,主题指数,2016-12-01,,2000-01-01,2013-01-04,2016-12-01,2016-12-01,2026-05-22,2026-05-22,2298,2298,0,,
399018.SZ,创业创新,创业创新,创业板创新指数,SZSE,深圳证券交易所,,主题指数,2016-12-01,,2000-01-01,2013-01-04,2016-12-01,2016-12-01,2026-05-22,2026-05-22,2298,2298,0,,
930910.CSI,农牧渔,农牧渔,中证全指农牧渔指数,CSI,中证指数有限公司,,二级行业指数,2016-12-12,,2000-01-01,2004-12-31,2016-12-12,2016-12-12,2026-05-22,2026-05-22,2291,2291,0,,
399692.SZ,创业低波,创业低波,创业300低波动率指数,SZSE,深圳证券交易所,,策略指数,2016-12-20,,2000-01-01,2013-07-01,2016-12-20,2016-12-20,2026-05-22,2026-05-22,2285,2285,0,,
399694.SZ,创业高贝,创业高贝,创业300高贝塔指数,SZSE,深圳证券交易所,,策略指数,2016-12-20,,2000-01-01,2013-07-01,2016-12-20,2016-12-20,2026-05-22,2026-05-22,2285,2285,0,,
399422.SZ,中关村A,中关村A,中关村A指,SZSE,深圳证券交易所,,主题指数,2016-12-21,,2000-01-01,2016-12-21,2016-12-21,2016-12-21,2026-05-22,2026-05-22,2284,2284,0,,
930927.CSI,CR基石,CR基石,中证财新锐联基石经济指数,CSI,中证指数有限公司,,主题指数,2016-12-23,,2000-01-01,2005-06-30,2016-12-23,2016-12-23,2026-05-22,2026-05-22,2282,2282,0,,
930928.CSI,CR新动能,CR新动能,中证财新锐联新动能指数,CSI,中证指数有限公司,,主题指数,2016-12-23,,2000-01-01,2013-06-28,2016-12-23,2016-12-23,2026-05-22,2026-05-22,2282,2282,0,,
931230.CSI,汽车零部件,汽车零部件,中证汽车零部件主题指数,CSI,中证指数有限公司,,主题指数,2013-07-15,,2000-01-01,2016-12-30,2013-07-15,2016-12-30,2026-05-22,2026-05-22,2277,2277,0,,
931798.CSI,光伏龙头30,光伏龙头30,中证光伏龙头30指数,CSI,中证指数有限公司,,主题指数,2009-06-16,,2000-01-01,2016-12-30,2009-06-16,2016-12-30,2026-05-22,2026-05-22,2277,2277,0,,
931802.CSI,中证龙头,中证龙头,中证龙头企业指数,CSI,中证指数有限公司,,主题指数,2010-02-09,,2000-01-01,2016-12-30,2010-02-09,2016-12-30,2026-05-22,2026-05-22,2277,2277,0,,
399697.SZ,中关村60,中关村60,深证中关村民企60指数,SZSE,深圳证券交易所,,主题指数,2017-01-10,,2000-01-01,2009-01-05,2017-01-10,2017-01-10,2026-05-22,2026-05-22,2271,2271,0,,
930937.CSI,稳健成长,稳健成长,中证中信稳健成长策略指数,CSI,中证指数有限公司,,策略指数,2017-01-18,,2000-01-01,2006-12-29,2017-01-18,2017-01-18,2026-05-22,2026-05-22,2265,2265,0,,
000171.CSI,新兴成指,新兴成指,中国战略新兴产业成份指数,CSI,中证指数有限公司,,主题指数,2017-01-25,,2000-01-01,2011-01-04,2017-01-25,2017-01-25,2026-05-22,2026-05-22,2260,2260,0,,
399695.SZ,深证节能,深证节能,深证节能环保指数,SZSE,深圳证券交易所,,主题指数,2017-04-28,,2000-01-01,2010-07-01,2017-04-28,2017-04-28,2026-05-22,2026-05-22,2200,2200,0,,
930955.CSI,红利低波100,红利低波100,中证红利低波动100指数,CSI,中证指数有限公司,,策略指数,2017-05-26,,2000-01-01,2005-12-30,2017-05-26,2017-05-26,2026-05-22,2026-05-22,2181,2181,0,,
399698.SZ,优势成长,优势成长,深证优势成长指数,SZSE,深圳证券交易所,,策略指数,2017-06-15,,2000-01-01,2009-01-05,2017-06-15,2017-06-15,2026-05-22,2026-05-22,2169,2169,0,,
930986.CSI,金融科技,金融科技,中证金融科技主题指数,CSI,中证指数有限公司,,主题指数,2017-06-22,,2000-01-01,2014-06-30,2017-06-22,2017-06-22,2026-05-22,2026-05-22,2164,2164,0,,
931897.CSI,绿色电力,绿色电力,中证绿色电力指数,CSI,中证指数有限公司,,主题指数,2012-12-21,,2000-01-01,2017-06-30,2012-12-21,2017-06-30,2026-05-22,2026-05-22,2158,2158,0,,
000863.SH,CS精准医,CS精准医,中证精准医疗主题指数,SSE,中证指数有限公司,,主题指数,2015-08-05,,2000-01-01,2017-07-06,2015-08-05,2017-07-06,2026-05-22,2026-05-22,2154,2154,0,,
000865.SH,上海国企,上海国企,中证上海国企指数,SSE,中证指数有限公司,,主题指数,2016-05-11,,2000-01-01,2017-07-06,2016-05-11,2017-07-06,2026-05-22,2026-05-22,2154,2154,0,,
930997.CSI,新能源车,新能源车,中证新能源汽车产业指数,CSI,中证指数有限公司,,主题指数,2017-07-19,,2000-01-01,2014-12-31,2017-07-19,2017-07-19,2026-05-22,2026-05-22,2145,2145,0,,
931778.CSI,农牧主题,农牧主题,中证农牧主题指数,CSI,中证指数有限公司,,主题指数,2017-07-21,,2000-01-01,2012-06-29,2017-07-21,2017-07-21,2026-05-22,2026-05-22,2143,2143,0,,
931021.CSI,家电龙头,家电龙头,中证家电龙头指数,CSI,中证指数有限公司,,主题指数,2017-10-17,,2000-01-01,2004-12-31,2017-10-17,2017-10-17,2026-05-22,2026-05-22,2086,2086,0,,
931581.CSI,周期稳健成长50,周期稳健成长50,中证周期稳健成长50指数,CSI,中证指数有限公司,,策略指数,2017-10-18,,2000-01-01,2013-12-31,2017-10-18,2017-10-18,2026-05-22,2026-05-22,2085,2085,0,,
