ts_code,display_name,tushare_name,fullname,market,publisher,index_type,category,list_date,exp_date,observation_start_date,first_data_trade_date_all,continuity_start_floor,first_data_trade_date_for_continuity,last_data_trade_date,as_of_trade_date,observed_trade_days,expected_trade_days,missing_trade_days,first_missing_trade_date,last_missing_trade_date
399656.SZ,100绩效,100绩效,深证100绩效加权指数,SZSE,深圳证券交易所,,策略指数,2012-11-19,,2000-01-01,2012-11-19,2012-11-19,2012-11-19,2026-05-22,2026-05-22,3278,3278,0,,
399657.SZ,300绩效,300绩效,深证300绩效加权指数,SZSE,深圳证券交易所,,策略指数,2012-11-19,,2000-01-01,2012-11-19,2012-11-19,2012-11-19,2026-05-22,2026-05-22,3278,3278,0,,
399658.SZ,中小绩效,中小绩效,中小100绩效加权指数,SZSE,深圳证券交易所,,策略指数,2012-11-19,,2000-01-01,2012-11-19,2012-11-19,2012-11-19,2026-05-22,2026-05-22,3278,3278,0,,
399399.SZ,中经GDP,中经GDP,中经GDP指数,SZSE,深圳证券交易所,,主题指数,2012-11-23,,2000-01-01,2012-11-23,2012-11-23,2012-11-23,2026-05-22,2026-05-22,3274,3274,0,,
399659.SZ,深成指EW,深成指EW,深证成份等权重指数,SZSE,深圳证券交易所,,策略指数,2012-11-23,,2000-01-01,2012-11-23,2012-11-23,2012-11-23,2026-05-22,2026-05-22,3274,3274,0,,
399660.SZ,中创EW,中创EW,中创100等权重指数,SZSE,深圳证券交易所,,策略指数,2012-11-23,,2000-01-01,2012-11-23,2012-11-23,2012-11-23,2026-05-22,2026-05-22,3274,3274,0,,
399350.SZ,皖江30,皖江30,国元皖江30,SZSE,深圳证券交易所,,主题指数,2012-12-18,,2000-01-01,2010-07-01,2012-12-18,2012-12-18,2026-05-22,2026-05-22,3257,3257,0,,
399661.SZ,深证低波,深证低波,深证300低波动率指数,SZSE,深圳证券交易所,,策略指数,2012-12-20,,2000-01-01,2012-12-20,2012-12-20,2012-12-20,2026-05-22,2026-05-22,3255,3255,0,,
399662.SZ,深证高贝,深证高贝,深证300高贝塔指数,SZSE,深圳证券交易所,,策略指数,2012-12-20,,2000-01-01,2012-12-20,2012-12-20,2012-12-20,2026-05-22,2026-05-22,3255,3255,0,,
399663.SZ,中小低波,中小低波,中小300低波动率指数,SZSE,深圳证券交易所,,策略指数,2012-12-20,,2000-01-01,2012-12-20,2012-12-20,2012-12-20,2026-05-22,2026-05-22,3255,3255,0,,
399664.SZ,中小高贝,中小高贝,中小300高贝塔指数,SZSE,深圳证券交易所,,策略指数,2012-12-20,,2000-01-01,2012-12-20,2012-12-20,2012-12-20,2026-05-22,2026-05-22,3255,3255,0,,
399665.SZ,中创低波,中创低波,中创500低波动率指数,SZSE,深圳证券交易所,,策略指数,2012-12-20,,2000-01-01,2012-12-20,2012-12-20,2012-12-20,2026-05-22,2026-05-22,3255,3255,0,,
399666.SZ,中创高贝,中创高贝,中创500高贝塔指数,SZSE,深圳证券交易所,,策略指数,2012-12-20,,2000-01-01,2012-12-20,2012-12-20,2012-12-20,2026-05-22,2026-05-22,3255,3255,0,,
399965.SZ,800地产,800地产,中证800地产指数,SZSE,中证指数有限公司,,一级行业指数,2012-12-21,,2000-01-01,2005-01-04,2012-12-21,2012-12-21,2026-05-22,2026-05-22,3254,3254,0,,
399966.SZ,中证800证保,中证800证保,中证800证券保险指数,SZSE,中证指数有限公司,,主题指数,2012-12-21,,2000-01-01,2005-01-04,2012-12-21,2012-12-21,2026-05-22,2026-05-22,3254,3254,0,,
480092.CNI,自由现金流R,自由现金流R,国证自由现金流全收益指数,CNI,深圳证券交易所,,策略指数,2012-12-28,,2000-01-01,2013-01-04,2012-12-28,2013-01-04,2026-05-22,2026-05-22,3247,3247,0,,
399012.SZ,创业300,创业300,创业板300指数,SZSE,深圳证券交易所,,规模指数,2013-01-07,,2000-01-01,2012-07-02,2013-01-07,2013-01-07,2026-05-22,2026-05-22,3246,3246,0,,
399667.SZ,创业成长,创业成长,创业板成长指数,SZSE,深圳证券交易所,,风格指数,2013-01-07,,2000-01-01,2012-07-02,2013-01-07,2013-01-07,2026-05-22,2026-05-22,3246,3246,0,,
399668.SZ,创业板V,创业板V,创业板300价值指数,SZSE,深圳证券交易所,,风格指数,2013-01-07,,2000-01-01,2012-07-02,2013-01-07,2013-01-07,2026-05-22,2026-05-22,3246,3246,0,,
000123.SH,上证180动态,上证180动态,上证180动态指数,SSE,中证指数有限公司,,策略指数,2013-02-08,,2000-01-01,2004-01-02,2013-02-08,2013-02-08,2026-05-22,2026-05-22,3222,3222,0,,
000125.SH,上证180稳定,上证180稳定,上证180稳定指数,SSE,中证指数有限公司,,策略指数,2013-02-08,,2000-01-01,2004-01-02,2013-02-08,2013-02-08,2026-05-22,2026-05-22,3222,3222,0,,
000141.SH,上证380动态,上证380动态,上证380动态指数,SSE,中证指数有限公司,,策略指数,2013-02-08,,2000-01-01,2004-01-02,2013-02-08,2013-02-08,2026-05-22,2026-05-22,3222,3222,0,,
000142.SH,上证380稳定,上证380稳定,上证380稳定指数,SSE,中证指数有限公司,,策略指数,2013-02-08,,2000-01-01,2004-01-02,2013-02-08,2013-02-08,2026-05-22,2026-05-22,3222,3222,0,,
399802.SZ,500深市,500深市,中证500深市指数,SZSE,中证指数有限公司,,主题指数,2012-09-05,,2000-01-01,2013-02-26,2012-09-05,2013-02-26,2026-05-22,2026-05-22,3215,3215,0,,
399972.SZ,300深市,300深市,沪深300深市指数,SZSE,中证指数有限公司,,主题指数,2012-06-21,,2000-01-01,2013-02-26,2012-06-21,2013-02-26,2026-05-22,2026-05-22,3215,3215,0,,
399231.SZ,农林指数,农林指数,农林牧渔指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399232.SZ,采矿指数,采矿指数,采矿业指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399233.SZ,制造指数,制造指数,制造业指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399234.SZ,水电指数,水电指数,水电煤气指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399235.SZ,建筑指数,建筑指数,建筑业指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399236.SZ,批零指数,批零指数,批发零售指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-09-03,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399237.SZ,运输指数,运输指数,运输仓储指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399239.SZ,IT指数,IT指数,信息技术指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399240.SZ,金融指数,金融指数,金融业指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399241.SZ,地产指数,地产指数,房地产业指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399243.SZ,科研指数,科研指数,科研服务指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399244.SZ,公共指数,公共指数,公共环保指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399248.SZ,文化指数,文化指数,文化传播指数,SZSE,深圳证券交易所,,行业指数,2013-03-04,,2000-01-01,2001-07-02,2013-03-04,2013-03-04,2026-05-22,2026-05-22,3211,3211,0,,
399400.SZ,大中盘,大中盘,巨潮大中盘指数,SZSE,巨潮公司,,规模指数,2013-03-20,,2000-01-01,2013-03-20,2013-03-20,2013-03-20,2026-05-22,2026-05-22,3199,3199,0,,
399401.SZ,中小盘,中小盘,巨潮中小盘指数,SZSE,巨潮公司,,规模指数,2013-03-20,,2000-01-01,2013-03-20,2013-03-20,2013-03-20,2026-05-22,2026-05-22,3199,3199,0,,
399551.SZ,央视创新,央视创新,央视50创新,SZSE,深圳证券交易所,,主题指数,2013-06-06,,2000-01-01,2010-07-01,2013-06-06,2013-06-06,2026-05-22,2026-05-22,3148,3148,0,,
399552.SZ,央视成长,央视成长,央视50成长,SZSE,深圳证券交易所,,主题指数,2013-06-06,,2000-01-01,2010-07-01,2013-06-06,2013-06-06,2026-05-22,2026-05-22,3148,3148,0,,
399553.SZ,央视回报,央视回报,央视50回报,SZSE,深圳证券交易所,,主题指数,2013-06-06,,2000-01-01,2010-07-01,2013-06-06,2013-06-06,2026-05-22,2026-05-22,3148,3148,0,,
399554.SZ,央视治理,央视治理,央视50治理,SZSE,深圳证券交易所,,主题指数,2013-06-06,,2000-01-01,2010-07-01,2013-06-06,2013-06-06,2026-05-22,2026-05-22,3148,3148,0,,
399555.SZ,央视责任,央视责任,央视50责任,SZSE,深圳证券交易所,,主题指数,2013-06-06,,2000-01-01,2010-07-01,2013-06-06,2013-06-06,2026-05-22,2026-05-22,3148,3148,0,,
399669.SZ,深证农业,深证农业,深证农业综合企业指数,SZSE,深圳证券交易所,,主题指数,2013-06-24,,2000-01-01,2013-06-24,2013-06-24,2013-06-24,2026-05-22,2026-05-22,3139,3139,0,,
399975.CSI,证券公司(CSI),证券公司(CSI),中证全指证券公司指数,CSI,中证指数有限公司,,四级行业指数,2013-07-15,,2000-01-01,2007-07-02,2013-07-15,2013-07-15,2026-05-22,2026-05-22,3124,3124,0,,
399975.SZ,证券公司,证券公司,中证全指证券公司指数,SZSE,中证指数有限公司,,四级行业指数,2013-07-15,,2000-01-01,2007-07-02,2013-07-15,2013-07-15,2026-05-22,2026-05-22,3124,3124,0,,
399986.SZ,中证银行,中证银行,中证银行指数,SZSE,中证指数有限公司,,二级行业指数,2013-07-15,,2000-01-01,2005-01-04,2013-07-15,2013-07-15,2026-05-22,2026-05-22,3124,3124,0,,
931008.CSI,汽车指数,汽车指数,中证全指汽车指数,CSI,中证指数有限公司,,主题指数,2013-07-15,,2000-01-01,2004-12-31,2013-07-15,2013-07-15,2026-05-22,2026-05-22,3124,3124,0,,
931009.CSI,建筑材料,建筑材料,中证全指建筑材料指数,CSI,中证指数有限公司,,主题指数,2013-07-15,,2000-01-01,2004-12-31,2013-07-15,2013-07-15,2026-05-22,2026-05-22,3124,3124,0,,
931160.CSI,通信设备,通信设备,中证全指通信设备指数,CSI,中证指数有限公司,,主题指数,2013-07-15,,2000-01-01,2004-12-31,2013-07-15,2013-07-15,2026-05-22,2026-05-22,3124,3124,0,,
931775.CSI,中证全指房地产,中证全指房地产,中证全指房地产指数,CSI,中证指数有限公司,,一级行业指数,2013-07-15,,2000-01-01,2004-12-31,2013-07-15,2013-07-15,2026-05-22,2026-05-22,3124,3124,0,,
000823.SH,800有色,800有色,中证800有色金属指数,SSE,中证指数有限公司,,二级行业指数,2012-12-21,,2000-01-01,2005-01-04,2012-12-21,2013-08-05,2026-05-22,2026-05-22,3109,3109,0,,
000974.SH,800金融,800金融,中证800金融指数,SSE,中证指数有限公司,,一级行业指数,2013-05-09,,2000-01-01,2005-01-04,2013-05-09,2013-08-05,2026-05-22,2026-05-22,3109,3109,0,,
399402.SZ,周期100,周期100,国证周期100,SZSE,深圳证券交易所,,主题指数,2013-10-28,,2000-01-01,2013-10-28,2013-10-28,2013-10-28,2026-05-22,2026-05-22,3056,3056,0,,
399403.SZ,防御100,防御100,国证防御100,SZSE,深圳证券交易所,,主题指数,2013-10-28,,2000-01-01,2013-10-28,2013-10-28,2013-10-28,2026-05-22,2026-05-22,3056,3056,0,,
399670.SZ,深周期50,深周期50,深证周期行业50指数,SZSE,深圳证券交易所,,主题指数,2013-10-28,,2000-01-01,2013-10-28,2013-10-28,2013-10-28,2026-05-22,2026-05-22,3056,3056,0,,
399671.SZ,深防御50,深防御50,深证防御行业50指数,SZSE,深圳证券交易所,,主题指数,2013-10-28,,2000-01-01,2013-10-28,2013-10-28,2013-10-28,2026-05-22,2026-05-22,3056,3056,0,,
000854.SH,中证500原料,中证500原料,中证500原材料指数,SSE,中证指数有限公司,,一级行业指数,2013-11-06,,2000-01-01,2005-01-04,2013-11-06,2013-11-06,2026-05-22,2026-05-22,3049,3049,0,,
000856.SH,中证500工业,中证500工业,中证500工业指数,SSE,中证指数有限公司,,一级行业指数,2013-11-06,,2000-01-01,2005-01-04,2013-11-06,2013-11-06,2026-05-22,2026-05-22,3049,3049,0,,
000857.SH,中证500医药,中证500医药,中证500医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2013-11-06,,2000-01-01,2005-01-04,2013-11-06,2013-11-06,2026-05-22,2026-05-22,3049,3049,0,,
000858.SH,中证500信息,中证500信息,中证500信息技术指数,SSE,中证指数有限公司,,一级行业指数,2013-11-06,,2000-01-01,2005-01-04,2013-11-06,2013-11-06,2026-05-22,2026-05-22,3049,3049,0,,
399983.CSI,地产等权(CSI),地产等权(CSI),沪深300地产等权重指数,CSI,中证指数有限公司,,策略指数,2013-11-22,,2000-01-01,2005-01-04,2013-11-22,2013-11-22,2026-05-22,2026-05-22,3037,3037,0,,
399983.SZ,地产等权,地产等权,沪深300地产等权重指数,SZSE,中证指数有限公司,,策略指数,2013-11-22,,2000-01-01,2005-01-04,2013-11-22,2013-11-22,2026-05-22,2026-05-22,3037,3037,0,,
399405.SZ,大盘高贝,大盘高贝,巨潮大盘高贝,SZSE,巨潮公司,,策略指数,2013-12-05,,2000-01-01,2013-12-05,2013-12-05,2013-12-05,2026-05-22,2026-05-22,3028,3028,0,,
399406.SZ,中盘低波,中盘低波,巨潮中盘低波,SZSE,巨潮公司,,策略指数,2013-12-05,,2000-01-01,2013-12-05,2013-12-05,2013-12-05,2026-05-22,2026-05-22,3028,3028,0,,
399407.SZ,中盘高贝,中盘高贝,巨潮中盘高贝,SZSE,巨潮公司,,策略指数,2013-12-05,,2000-01-01,2013-12-05,2013-12-05,2013-12-05,2026-05-22,2026-05-22,3028,3028,0,,
399408.SZ,小盘低波,小盘低波,巨潮小盘低波,SZSE,巨潮公司,,策略指数,2013-12-05,,2000-01-01,2013-12-05,2013-12-05,2013-12-05,2026-05-22,2026-05-22,3028,3028,0,,
399409.SZ,小盘高贝,小盘高贝,巨潮小盘高贝,SZSE,巨潮公司,,策略指数,2013-12-05,,2000-01-01,2013-12-05,2013-12-05,2013-12-05,2026-05-22,2026-05-22,3028,3028,0,,
399410.SZ,苏州率先,苏州率先,苏州率先指数,SZSE,深圳证券交易所,,主题指数,2013-12-12,,2000-01-01,2012-01-04,2013-12-12,2013-12-12,2026-05-22,2026-05-22,3023,3023,0,,
399967.SZ,中证军工,中证军工,中证军工指数,SZSE,中证指数有限公司,,主题指数,2013-12-26,,2000-01-01,2005-01-04,2013-12-26,2013-12-26,2026-05-22,2026-05-22,3013,3013,0,,
931892.CSI,有色矿业,有色矿业,中证有色金属矿业主题指数,CSI,中证指数有限公司,,主题指数,2013-07-15,,2000-01-01,2013-12-31,2013-07-15,2013-12-31,2026-05-22,2026-05-22,3010,3010,0,,
399303.SZ,国证2000,国证2000,国证2000指数,SZSE,深圳证券交易所,,规模指数,2014-03-28,,2000-01-01,2010-01-04,2014-03-28,2014-03-28,2026-05-22,2026-05-22,2953,2953,0,,
399411.SZ,红利100,红利100,国证红利加权100指数,SZSE,深圳证券交易所,,策略指数,2014-04-10,,2000-01-01,2009-01-05,2014-04-10,2014-04-10,2026-05-22,2026-05-22,2945,2945,0,,
399672.SZ,深红利50,深红利50,深证红利加权50指数,SZSE,深圳证券交易所,,策略指数,2014-04-10,,2000-01-01,2009-01-05,2014-04-10,2014-04-10,2026-05-22,2026-05-22,2945,2945,0,,
399971.CSI,中证传媒(CSI),中证传媒(CSI),中证传媒指数,CSI,中证指数有限公司,,主题指数,2014-04-15,,2000-01-01,2011-01-04,2014-04-15,2014-04-15,2026-05-22,2026-05-22,2942,2942,0,,
399971.SZ,中证传媒,中证传媒,中证传媒指数,SZSE,中证指数有限公司,,主题指数,2014-04-15,,2000-01-01,2011-01-04,2014-04-15,2014-04-15,2026-05-22,2026-05-22,2942,2942,0,,
399973.CSI,中证国防(CSI),中证国防(CSI),中证国防指数,CSI,中证指数有限公司,,主题指数,2014-04-15,,2000-01-01,2011-07-01,2014-04-15,2014-04-15,2026-05-22,2026-05-22,2942,2942,0,,
399973.SZ,中证国防,中证国防,中证国防指数,SZSE,中证指数有限公司,,主题指数,2014-04-15,,2000-01-01,2011-07-01,2014-04-15,2014-04-15,2026-05-22,2026-05-22,2942,2942,0,,
399970.CSI,中证移动互联(CSI),中证移动互联(CSI),中证移动互联网指数,CSI,中证指数有限公司,,主题指数,2014-05-05,,2000-01-01,2012-07-02,2014-05-05,2014-05-05,2026-05-22,2026-05-22,2930,2930,0,,
399970.SZ,中证移动互联,中证移动互联,中证移动互联网指数,SZSE,中证指数有限公司,,主题指数,2014-05-05,,2000-01-01,2012-07-02,2014-05-05,2014-05-05,2026-05-22,2026-05-22,2930,2930,0,,
399412.SZ,国证新能,国证新能,国证新能源指数,SZSE,深圳证券交易所,,主题指数,2014-05-16,,2000-01-01,2010-07-01,2014-05-16,2014-05-16,2026-05-22,2026-05-22,2921,2921,0,,
399013.SZ,深市精选,深市精选,深市精选指数,SZSE,深圳证券交易所,,主题指数,2014-05-30,,2000-01-01,2014-05-30,2014-05-30,2014-05-30,2026-05-22,2026-05-22,2911,2911,0,,
399556.SZ,央视生态,央视生态,央视生态指数,SZSE,深圳证券交易所,,主题指数,2014-06-06,,2000-01-01,2010-07-01,2014-06-06,2014-06-06,2026-05-22,2026-05-22,2907,2907,0,,
399557.SZ,央视文化,央视文化,央视文化指数,SZSE,深圳证券交易所,,主题指数,2014-06-06,,2000-01-01,2010-07-01,2014-06-06,2014-06-06,2026-05-22,2026-05-22,2907,2907,0,,
399673.SZ,创业板50,创业板50,创业板50指数,SZSE,深圳证券交易所,,规模指数,2014-06-18,,2000-01-01,2010-06-01,2014-06-18,2014-06-18,2026-05-22,2026-05-22,2899,2899,0,,
399611.SZ,中创100R,中创100R,中小创业企业100全收益指数,SZSE,深圳证券交易所,,规模指数,2011-02-28,,2000-01-01,2014-06-23,2011-02-28,2014-06-23,2026-05-22,2026-05-22,2896,2896,0,,
399415.SZ,I100,I100,大数据100,SZSE,深圳证券交易所,,主题指数,2014-09-12,,2000-01-01,2010-01-29,2014-09-12,2014-09-12,2026-05-22,2026-05-22,2838,2838,0,,
399416.SZ,I300,I300,大数据300,SZSE,深圳证券交易所,,主题指数,2014-09-12,,2000-01-01,2010-01-29,2014-09-12,2014-09-12,2026-05-22,2026-05-22,2838,2838,0,,
399996.SZ,中证智能家居,中证智能家居,中证智能家居指数,SZSE,中证指数有限公司,,主题指数,2014-09-17,,2000-01-01,2012-07-02,2014-09-17,2014-09-17,2026-05-22,2026-05-22,2835,2835,0,,
399417.SZ,新能源车,新能源车,国证新能源车指数,SZSE,深圳证券交易所,,主题指数,2014-09-24,,2000-01-01,2010-07-01,2014-09-24,2014-09-24,2026-05-22,2026-05-22,2830,2830,0,,
000852.SH,中证1000,中证1000,中证1000指数,SSE,中证指数有限公司,,规模指数,2014-10-17,,2000-01-01,2005-01-04,2014-10-17,2014-10-17,2026-05-22,2026-05-22,2818,2818,0,,
399852.SZ,中证1000,中证1000,中证1000指数,SZSE,中证指数有限公司,,规模指数,2014-10-17,,2000-01-01,2005-01-04,2014-10-17,2014-10-17,2026-05-22,2026-05-22,2818,2818,0,,
399989.CSI,中证医疗(CSI),中证医疗(CSI),中证医疗指数,CSI,中证指数有限公司,,主题指数,2014-10-31,,2000-01-01,2005-01-04,2014-10-31,2014-10-31,2026-05-22,2026-05-22,2808,2808,0,,
399989.SZ,中证医疗,中证医疗,中证医疗指数,SZSE,中证指数有限公司,,主题指数,2014-10-31,,2000-01-01,2005-01-04,2014-10-31,2014-10-31,2026-05-22,2026-05-22,2808,2808,0,,
000159.SH,沪股通,沪股通,上证沪股通指数,SSE,中证指数有限公司,,主题指数,2014-11-17,,2000-01-01,2004-01-02,2014-11-17,2014-11-17,2026-05-22,2026-05-22,2797,2797,0,,
399418.SZ,数据要素,数据要素,国证数据要素主题指数,SZSE,深圳证券交易所,,主题指数,2014-11-21,,2000-01-01,2009-01-05,2014-11-21,2014-11-21,2026-05-22,2026-05-22,2793,2793,0,,
399976.CSI,CS新能车(CSI),CS新能车(CSI),中证新能源汽车指数,CSI,中证指数有限公司,,主题指数,2014-11-28,,2000-01-01,2012-01-04,2014-11-28,2014-11-28,2026-05-22,2026-05-22,2788,2788,0,,
399976.SZ,CS新能车,CS新能车,中证新能源汽车指数,SZSE,中证指数有限公司,,主题指数,2014-11-28,,2000-01-01,2012-01-04,2014-11-28,2014-11-28,2026-05-22,2026-05-22,2788,2788,0,,
399419.SZ,国证高铁,国证高铁,国证高铁指数,SZSE,深圳证券交易所,,主题指数,2014-12-10,,2000-01-01,2010-07-01,2014-12-10,2014-12-10,2026-05-22,2026-05-22,2780,2780,0,,
399420.SZ,国证保证,国证保证,国证保险证券指数,SZSE,深圳证券交易所,,主题指数,2014-12-10,,2000-01-01,2010-07-01,2014-12-10,2014-12-10,2026-05-22,2026-05-22,2780,2780,0,,
