trade_date,ts_code,status,row_count_probe,sample_con_code,sample_con_name,error_message
20260618,562950.SH,hit,1,000725.SZ,京东方A,
20260618,562960.SH,hit,1,000027.SZ,深圳能源,
20260618,562970.SH,hit,1,000591.SZ,太阳能,
20260618,562990.SH,hit,1,000027.SZ,深圳能源,
20260618,563000.SH,hit,1,000001.SZ,平安银行,
20260618,563010.SH,hit,1,000063.SZ,中兴通讯,
20260618,563020.SH,hit,1,000001.SZ,平安银行,
20260618,563030.SH,hit,1,000050.SZ,深天马A,
20260618,563050.SH,hit,1,000021.SZ,深科技,
20260618,563060.SH,hit,1,000625.SZ,长安汽车,
20260618,563080.SH,hit,1,000333.SZ,美的集团,
20260618,563090.SH,hit,1,002384.SZ,东山精密,
20260618,563150.SH,hit,1,000059.SZ,华锦股份,
20260618,563180.SH,hit,1,000157.SZ,中联重科,
20260618,563200.SH,hit,1,000011.SZ,深物业A,
20260618,563210.SH,hit,1,001301.SZ,尚太科技,
20260618,563220.SH,hit,1,000001.SZ,平安银行,
20260618,563230.SH,hit,1,000733.SZ,振华科技,
20260618,563300.SH,hit,1,000011.SZ,深物业A,
20260618,563320.SH,hit,1,000099.SZ,中信海直,
20260618,563330.SH,hit,1,000001.SZ,平安银行,
20260618,563350.SH,hit,1,000333.SZ,美的集团,
20260618,563360.SH,hit,1,000001.SZ,平安银行,
20260618,563380.SH,hit,1,000738.SZ,航发控制,
20260618,563390.SH,hit,1,000019.SZ,深粮控股,
20260618,563500.SH,hit,1,000001.SZ,平安银行,
20260618,563510.SH,hit,1,000001.SZ,平安银行,
20260618,563520.SH,hit,1,000001.SZ,平安银行,
20260618,563530.SH,hit,1,000733.SZ,振华科技,
20260618,563550.SH,hit,1,000034.SZ,神州数码,
20260618,563560.SH,hit,1,000063.SZ,中兴通讯,
20260618,563570.SH,hit,1,000555.SZ,神州信息,
20260618,563580.SH,hit,1,000039.SZ,中集集团,
20260618,563590.SH,hit,1,000001.SZ,平安银行,
20260618,563600.SH,hit,1,000001.SZ,平安银行,
20260618,563620.SH,hit,1,000019.SZ,深粮控股,
20260618,563630.SH,hit,1,000001.SZ,平安银行,
20260618,563650.SH,hit,1,000001.SZ,平安银行,
20260618,563660.SH,hit,1,000001.SZ,平安银行,
20260618,563670.SH,hit,1,000555.SZ,神州信息,
20260618,563680.SH,hit,1,000039.SZ,中集集团,
20260618,563690.SH,hit,1,000001.SZ,平安银行,
20260618,563700.SH,hit,1,000001.SZ,平安银行,
20260618,563750.SH,hit,1,000009.SZ,中国宝安,
20260618,563760.SH,hit,1,000019.SZ,深粮控股,
20260618,563770.SH,hit,1,000019.SZ,深粮控股,
20260618,563780.SH,hit,1,000019.SZ,深粮控股,
20260618,563790.SH,hit,1,000733.SZ,振华科技,
20260618,563800.SH,hit,1,000001.SZ,平安银行,
20260618,563830.SH,hit,1,000019.SZ,深粮控股,
20260618,563850.SH,hit,1,000505.SZ,京粮控股,
20260618,563860.SH,hit,1,000001.SZ,平安银行,
20260618,563870.SH,hit,1,000099.SZ,中信海直,
20260618,563880.SH,hit,1,000001.SZ,平安银行,
20260618,563890.SH,hit,1,000090.SZ,天健集团,
20260618,563900.SH,hit,1,000100.SZ,TCL科技,
20260618,563930.SH,hit,1,000066.SZ,中国长城,
20260618,563960.SH,hit,1,000708.SZ,中信特钢,
20260618,563980.SH,hit,1,000001.SZ,平安银行,
20260618,563990.SH,hit,1,000039.SZ,中集集团,
20260618,588000.SH,hit,1,688008.SH,澜起科技,
20260618,588010.SH,hit,1,688005.SH,容百科技,
20260618,588020.SH,hit,1,688045.SH,必易微,
20260618,588030.SH,hit,1,688001.SH,华兴源创,
20260618,588040.SH,hit,1,688008.SH,澜起科技,
