ts_code,name,fullname,market,publisher,index_type,category,base_date,list_date,trade_date
CN2432.CNI,智能汽车R,国证电动智能汽车R,CNI,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
CN2433.CNI,国证交运R,国证交通运输R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2014-12-30,2026-05-07
CN2434.CNI,数字传媒R,国证数字传媒主题全收益指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
CN2435.CNI,国证农牧R,国证农牧渔R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2014-12-30,2026-05-07
CN2436.CNI,绿色煤炭R,国证绿色煤炭指数R,CNI,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
CN2437.CNI,证券龙头R,国证证券龙头R,CNI,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
CN2438.CNI,绿色电力R,国证绿色电力全收益指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2014-12-30,2026-05-07
CN2440.CNI,国证钢铁R,国证黑色金属R,CNI,深圳证券交易所,,四级行业指数,2002-12-31,2014-12-30,2026-05-07
CN2441.CNI,生物医药R,国证生物医药R,CNI,深圳证券交易所,,主题指数,2009-12-31,2015-01-20,2026-05-07
CN2550.CNI,央视50R,央视财经50全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2012-06-06,2026-05-07
CN2551.CNI,央视创新R,央视50创新全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
CN2552.CNI,央视成长R,央视50成长全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
CN2553.CNI,央视回报R,央视50回报全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
CN2554.CNI,央视治理R,央视50治理全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
CN2555.CNI,央视责任R,央视50责任全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2013-06-06,2026-05-07
CN2556.CNI,央视生态R,央视生态指数R,CNI,深圳证券交易所,,主题指数,2010-06-30,2014-06-06,2026-05-07
CN2557.CNI,央视文化R,央视文化指数R,CNI,深圳证券交易所,,主题指数,2010-06-30,2014-06-06,2026-05-07
CN2602.CNI,中小成长R,中小300成长全收益指数,CNI,深圳证券交易所,,风格指数,2010-03-19,2010-05-24,2026-05-07
CN2604.CNI,中小价值R,中小300价值全收益指数,CNI,深圳证券交易所,,风格指数,2010-03-19,2010-05-24,2026-05-07
CN2608.CNI,科技100R,深证科技100全收益指数,CNI,深圳证券交易所,,主题指数,2007-06-29,2010-10-18,2026-05-07
CN2610.CNI,TMT50R,深证电子信息传媒产业50指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2010-11-08,2026-05-07
CN2613.CNI,深证能源R,深证能源行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2614.CNI,深证材料R,深证原材料行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2615.CNI,深证工业R,深证工业行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2616.CNI,深证可选R,深证可选消费行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2617.CNI,深证消费R,深证主要消费行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2618.CNI,深证医药R,深证医药卫生行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2619.CNI,深证金融R,深证金融地产行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2620.CNI,深证信息R,深证信息技术行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2621.CNI,深证电信R,深证电信业务行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2622.CNI,深证公用R,深证公用事业行业全收益指数,CNI,深圳证券交易所,,一级行业指数,2004-12-31,2011-06-15,2026-05-07
CN2623.CNI,中小基础R,中小企业基础市场全收益指数,CNI,深圳证券交易所,,规模指数,2005-12-30,2011-07-25,2026-05-07
CN2624.CNI,中创400R,中小创业企业400全收益指数,CNI,深圳证券交易所,,规模指数,2010-06-30,2011-08-15,2026-05-07
CN2625.CNI,中创500R,中小创业企业500全收益指数,CNI,深圳证券交易所,,规模指数,2010-06-30,2011-08-15,2026-05-07
CN2626.CNI,中创成长R,中小创业企业成长全收益指数,CNI,深圳证券交易所,,风格指数,2010-06-30,2011-08-15,2026-05-07
CN2627.CNI,中创价值R,中小创业企业价值全收益指数,CNI,深圳证券交易所,,风格指数,2010-06-30,2011-08-15,2026-05-07
CN2628.CNI,700成长R,深证700成长全收益指数,CNI,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
CN2629.CNI,700价值R,深证700价值全收益指数,CNI,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
CN2630.CNI,1000成长R,深证1000成长全收益指数,CNI,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
CN2631.CNI,1000价值R,深证1000价值全收益指数,CNI,深圳证券交易所,,风格指数,2010-06-30,2011-09-01,2026-05-07
CN2632.CNI,深100EWR,深证100等权重全收益指数,CNI,深圳证券交易所,,策略指数,2002-12-31,2011-10-28,2026-05-07
CN2633.CNI,深300EWR,深证300等权重全收益指数,CNI,深圳证券交易所,,策略指数,2004-12-31,2011-10-28,2026-05-07
CN2634.CNI,中小等权R,中小企业100等权重全收益指数,CNI,深圳证券交易所,,策略指数,2006-12-29,2011-10-28,2026-05-07
CN2635.CNI,创业板EWR,创业板等权重全收益指数,CNI,深圳证券交易所,,策略指数,2010-09-30,2011-10-28,2026-05-07
CN2636.CNI,深证装备R,深证装备全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2011-11-15,2026-05-07
CN2637.CNI,深证地产R,深证房地产全收益指数,CNI,深圳证券交易所,,行业指数,2004-12-31,2011-11-15,2026-05-07
CN2638.CNI,深证环保R,深证环保全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2011-11-15,2026-05-07
CN2639.CNI,深证大宗R,深证大宗商品生产商全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2011-11-15,2026-05-07
CN2640.CNI,创业基础R,创业板基础市场全收益指数,CNI,深圳证券交易所,,规模指数,2010-12-31,2012-01-16,2026-05-07
CN2641.CNI,深证新兴R,深证战略性新兴产业全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2012-02-01,2026-05-07
CN2642.CNI,中小新兴R,中小企业战略性新兴产业全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2012-02-01,2026-05-07
CN2643.CNI,创业新兴R,创业板战略性新兴产业全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2012-02-01,2026-05-07
CN2644.CNI,深证时钟R,深证投资时钟全收益指数,CNI,深圳证券交易所,,策略指数,2006-12-29,2012-03-26,2026-05-07
CN2645.CNI,100低波R,深证100低波全收益指数,CNI,深圳证券交易所,,策略指数,2004-12-31,2012-06-12,2026-05-07
CN2646.CNI,深消费50R,深证消费50全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2012-08-06,2026-05-07
CN2647.CNI,深医药50R,深证医药50全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2012-08-06,2026-05-07
CN2648.CNI,深证GDPR,深证GDP100全收益指数,CNI,深圳证券交易所,,主题指数,2005-06-30,2012-08-08,2026-05-07
CN2649.CNI,中小红利R,中小企业红利全收益指数,CNI,深圳证券交易所,,主题指数,2009-06-30,2012-08-20,2026-05-07
CN2650.CNI,中小治理R,中小企业治理全收益指数,CNI,深圳证券交易所,,主题指数,2009-06-30,2012-08-20,2026-05-07
CN2651.CNI,中小责任R,中小企业社会责任全收益指数,CNI,深圳证券交易所,,主题指数,2009-06-30,2012-08-20,2026-05-07
CN2652.CNI,中创高新R,中创高新技术企业全收益指数,CNI,深圳证券交易所,,主题指数,2011-06-30,2012-09-17,2026-05-07
CN2653.CNI,深证龙头R,深证龙头全收益指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2012-09-25,2026-05-07
CN2654.CNI,深证文化R,深证文化全收益指数,CNI,深圳证券交易所,,主题指数,2009-06-30,2012-11-09,2026-05-07
CN2655.CNI,深证绩效R,深证绩效全收益指数,CNI,深圳证券交易所,,策略指数,2002-12-31,2012-11-19,2026-05-07
CN2656.CNI,100绩效R,深证100绩效加权全收益指数,CNI,深圳证券交易所,,策略指数,2002-12-31,2012-11-19,2026-05-07
CN2657.CNI,300绩效R,深证300绩效加权全收益指数,CNI,深圳证券交易所,,策略指数,2004-12-31,2012-11-19,2026-05-07
CN2658.CNI,中小绩效R,中小100绩效加权全收益指数,CNI,深圳证券交易所,,策略指数,2006-12-29,2012-11-19,2026-05-07
CN2659.CNI,深成指EWR,深证成份等权全收益指数,CNI,深圳证券交易所,,策略指数,2002-12-31,2012-11-23,2026-05-07
CN2660.CNI,中创EWR,中创100等权重全收益指数,CNI,深圳证券交易所,,策略指数,2007-06-29,2012-11-23,2026-05-07
CN2661.CNI,深证低波R,深证300低波动率全收益指数,CNI,深圳证券交易所,,策略指数,2006-12-29,2012-12-20,2026-05-07
CN2662.CNI,深证高贝R,深证300高贝塔全收益指数,CNI,深圳证券交易所,,策略指数,2006-12-29,2012-12-20,2026-05-07
CN2663.CNI,中小低波R,中小300低波动率全收益指数,CNI,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
CN2664.CNI,中小高贝R,中小300高贝塔全收益指数,CNI,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
CN2665.CNI,中创低波R,中创500低波动率全收益指数,CNI,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
CN2666.CNI,中创高贝R,中创500高贝塔全收益指数,CNI,深圳证券交易所,,策略指数,2011-06-30,2012-12-20,2026-05-07
CN2667.CNI,创业成长R,创业板成长全收益指数,CNI,深圳证券交易所,,风格指数,2012-06-29,2013-01-07,2026-05-07
CN2668.CNI,创业板VR,创业300价值全收益指数,CNI,深圳证券交易所,,风格指数,2012-06-29,2013-01-07,2026-05-07
CN2669.CNI,深证农业R,深证农业综合企业全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2013-06-24,2026-05-07
CN2670.CNI,深周期50R,深证周期行业50全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2013-10-28,2026-05-07
CN2671.CNI,深防御50R,深证防御行业50全收益指数,CNI,深圳证券交易所,,主题指数,2004-12-31,2013-10-28,2026-05-07
CN2672.CNI,深红利50R,深红利50指数R,CNI,深圳证券交易所,,策略指数,2008-12-31,2014-04-10,2026-05-07
CN2673.CNI,创业板50R,创业板50指数R,CNI,深圳证券交易所,,规模指数,2010-05-31,2014-06-18,2026-05-07
CN2674.CNI,深A医药R,深A医药等权R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-06-08,2026-05-07
CN2675.CNI,深互联网R,深A医药卫生R,CNI,深圳证券交易所,,行业指数,2010-06-30,2015-06-08,2026-05-07
CN2676.CNI,深医药EWR,深A软件互联R,CNI,深圳证券交易所,,策略指数,2010-06-30,2015-06-08,2026-05-07
CN2677.CNI,深互联EWR,深A互联等权R,CNI,深圳证券交易所,,策略指数,2010-06-30,2015-06-08,2026-05-07
CN2678.CNI,深次新股R,深证次新股指数R,CNI,深圳证券交易所,,主题指数,2010-12-31,2015-06-18,2026-05-07
CN2680.CNI,深成能源R,深成能源行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2681.CNI,深成材料R,深成原材料行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2682.CNI,深成工业R,深成工业行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2683.CNI,深成可选R,深成可选消费行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2684.CNI,深成消费R,深成主要消费行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2685.CNI,深成医药R,深成医药卫生行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2686.CNI,深成金融R,深成金融地产行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2687.CNI,深成信息R,深成信息技术行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2688.CNI,深成电信R,深成电信业务行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2689.CNI,深成公用R,深成公用事业行业指数R,CNI,深圳证券交易所,,一级行业指数,2010-06-30,2015-08-31,2026-05-07
CN2692.CNI,创业低波R,创业300低波动率R指数,CNI,深圳证券交易所,,策略指数,2013-06-28,2016-12-20,2026-05-07
CN2693.CNI,安防产业R,深证安防产业指数R,CNI,深圳证券交易所,,主题指数,2012-06-29,2016-06-20,2026-05-07
CN2694.CNI,创业高贝R,创业300高贝塔R指数,CNI,深圳证券交易所,,策略指数,2013-06-28,2016-12-20,2026-05-07
CN2695.CNI,深证节能R,深证节能环保R,CNI,深圳证券交易所,,主题指数,2010-06-30,2017-04-28,2026-05-07
CN2696.CNI,深证创投R,深证创业投资R指数,CNI,深圳证券交易所,,主题指数,2010-06-30,2016-10-21,2026-05-07
CN2697.CNI,中关村60R,中关村60指数R,CNI,深圳证券交易所,,主题指数,2008-12-31,2017-01-10,2026-05-07
CN2698.CNI,优势成长R,深证优势成长R,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-06-15,2026-05-07
CN2699.CNI,金融科技R,国证香蜜湖金融科技全收益指数,CNI,深圳证券交易所,,主题指数,2017-05-26,2017-06-09,2026-05-07
CN2750.SZ,深主板50R,深证主板50全收益指数,SZSE,深圳证券交易所,,规模指数,2004-12-31,2023-11-15,2026-05-07
CN2850.CNI,深证50R,深证50全收益指数,CNI,深圳证券交易所,,规模指数,2002-12-31,2023-10-18,2026-05-07
CN5074.CNI,财富管理,国证财富管理指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2015-02-16,2026-05-07
CN5075.CNI,国证信创,国证信息技术创新主题指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2015-02-16,2026-05-07
CN5082.CNI,国证航天,国证航天航空,CNI,深圳证券交易所,,四级行业指数,2002-12-31,2015-02-16,2026-05-07
CN5084.CNI,电信服务,国证电信服务,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN5085.CNI,服装纺织,国证纺织服装与奢侈品,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN5086.CNI,工业服务,国证工业服务,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN5090.CNI,国证化工,国证基础化工,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN5093.CNI,国证零售,国证零售业,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN5094.CNI,耐用消费,国证耐用消费品,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN5097.CNI,消费服务,国证消费者服务,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN5100.CNI,白色家电,国证白色家电,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN5101.CNI,国证百货,国证百货商店,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN5105.CNI,路桥港口,国证交通基本设施,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN5106.CNI,酒店餐饮,国证酒店餐饮与休闲,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN5111.CNI,定增综指,国证定向增发综合指数,CNI,深圳证券交易所,,主题指数,2012-12-31,2015-06-09,2026-05-07
CN5123.CNI,中小材料,中小材料指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5124.CNI,中小工业,中小工业指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5125.CNI,中小可选,中小可选消费指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5126.CNI,中小消费,中小主要消费指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5127.CNI,中小医药,中小医药卫生指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5129.CNI,中小信息,中小信息技术指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5130.CNI,中小电信,中小电信业务指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5131.CNI,中小公用,中小公用事业指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN5138.CNI,大盘红利,深证大盘红利,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
CN5139.CNI,稳进价值,深证稳进价值,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
CN5140.CNI,先锋成长,深证先锋成长,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
CN5141.CNI,优势价值,深证优势价值,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
CN6002.CNI,北京指数,北京综合指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2012-12-28,2026-05-07
CN6005.CNI,广东指数,广东综合指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2012-12-28,2026-05-07
CN6012.CNI,湖北指数,湖北综合指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2012-12-28,2026-05-07
CN6024.CNI,上海指数,上海综合指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2012-12-28,2026-05-07
CN6025.CNI,四川指数,四川综合指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2012-12-28,2026-05-07
CN6028.CNI,新疆指数,新疆综合指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2012-12-28,2026-05-07
CN6030.CNI,浙江指数,浙江综合指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2012-12-28,2026-05-07
CN6032.CNI,农副指数,农副指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6033.CNI,食品指数,食品指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6034.CNI,饮料指数,饮料指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6036.CNI,纺织指数,纺织指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6037.CNI,服装指数,服装指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6039.CNI,木材指数,木材指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6041.CNI,造纸指数,造纸指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6042.CNI,印刷指数,印刷指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6043.CNI,文教指数,文教指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6044.CNI,石化指数,石化指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6045.CNI,化学指数,化学指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6046.CNI,医药指数,医药指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6047.CNI,化纤指数,化纤指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6048.CNI,橡胶指数,橡胶指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6049.CNI,矿物指数,矿物指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6050.CNI,钢铁指数,钢铁指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6051.CNI,有色指数,有色指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6052.CNI,金属指数,金属指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6053.CNI,通用指数,通用指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6054.CNI,专用指数,专用指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6055.CNI,汽车指数,汽车指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6056.CNI,交运指数,交运指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6057.CNI,电气指数,电气指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6058.CNI,电子指数,电子指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6059.CNI,仪表指数,仪表指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6060.CNI,其他指数,其他指数,CNI,深圳证券交易所,,行业指数,1991-04-03,2013-03-04,2026-05-07
CN6074.CNI,财富管理R,国证财富管理全收益指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2015-02-16,2026-05-07
CN6075.CNI,国证信创R,国证信息技术创新主题全收益指数,CNI,深圳证券交易所,,主题指数,2002-12-31,2015-02-16,2026-05-07
CN6082.CNI,国证航天R,国证航天航空R,CNI,深圳证券交易所,,四级行业指数,2002-12-31,2015-02-16,2026-05-07
CN6084.CNI,电信服务R,国证电信服务R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN6085.CNI,服装纺织R,国证纺织服装与奢侈品R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN6086.CNI,工业服务R,国证工业服务R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN6090.CNI,国证化工R,国证基础化工R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN6093.CNI,国证零售R,国证零售业R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN6094.CNI,耐用消费R,国证耐用消费品R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN6097.CNI,消费服务R,国证消费者服务R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-17,2026-05-07
CN6100.CNI,白色家电R,国证白色家电R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN6101.CNI,国证百货R,国证百货商店R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN6105.CNI,路桥港口R,国证交通基本设施R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN6106.CNI,酒店餐饮R,国证酒店餐饮与休闲R,CNI,深圳证券交易所,,二级行业指数,2002-12-31,2015-02-25,2026-05-07
CN6111.CNI,定增综指R,国证定向增发综合全收益指数,CNI,深圳证券交易所,,主题指数,2012-12-31,2015-06-09,2026-05-07
CN6123.CNI,中小材料R,中小材料指数R,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6124.CNI,中小工业R,中小工业指数R,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6125.CNI,中小可选R,中小可选消费R指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6126.CNI,中小消费R,中小主要消费R指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6127.CNI,中小医药R,中小医药卫生R指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6129.CNI,中小信息R,中小信息技术R指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6130.CNI,中小电信R,中小电信业务R指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6131.CNI,中小公用R,中小公用事业R指数,CNI,深圳证券交易所,,一级行业指数,2011-12-30,2017-01-10,2026-05-07
CN6138.CNI,大盘红利R,深证大盘红利R,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
CN6139.CNI,稳进价值R,深证稳进价值R,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
CN6140.CNI,先锋成长R,深证先锋成长R,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
CN6141.CNI,优势价值R,深证优势价值R,CNI,深圳证券交易所,,策略指数,2008-12-31,2017-09-15,2026-05-07
C.NH,南华连玉米指数,南华连玉米指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
CS.NH,南华连玉米淀粉指数,南华连玉米淀粉指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
CU.NH,南华沪铜指数,南华沪铜指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
CY.NH,南华棉纱指数,南华棉纱指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
EB.NH,南华苯乙烯指数,南华苯乙烯指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
EC.NH,南华欧线指数,南华欧线指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
EG.NH,南华乙二醇指数,南华乙二醇指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
ER.NH,南华郑籼稻指数,南华郑籼稻指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
FACCNYG.CNI,中华A股外资优先配置R,中华交易服务A股外资优先配置全收益指数,CNI,中华证券交易服务有限公司,,行业指数,2017-06-30,2019-05-24,2026-05-07
FB.NH,南华连纤维板指数,南华连纤维板指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
FG.NH,南华郑玻璃指数,南华郑玻璃指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
FU.NH,南华沪燃油指数,南华沪燃油指数,NH,南华期货股份有限公司,南华期货指数,收益率指数,,,2026-05-07
GBACNYG.CNI,中华大湾区优势产业R,中华交易服务粤港澳大湾区优势产业全收益指数,CNI,中华证券交易服务有限公司,,行业指数,2015-06-30,2019-04-01,2026-05-07
GTHHKDG.CNI,中华港股通成长R,中华交易服务港股通成长全收益指数,CNI,中华证券交易服务有限公司,,行业指数,2011-12-30,2019-05-24,2026-05-07
h11030.CSI,AMAC农林,AMAC农林牧渔指数,CSI,中证指数有限公司,,一级行业指数,2008-12-31,2009-06-15,2026-05-07
h11031.CSI,AMAC采矿,AMAC采矿指数,CSI,中证指数有限公司,,一级行业指数,2008-12-31,2009-06-15,2026-05-07
h11041.CSI,AMAC公用,AMAC水电煤气指数,CSI,中证指数有限公司,,一级行业指数,2008-12-31,2009-06-15,2026-05-07
