rank_by_30d_vol,ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type,matched_days,first_matched_trade_date,latest_matched_trade_date,vol_30d,amount_30d,avg_vol_30d,latest_close,latest_vol,latest_amount,api_name,fetched_at
923,515960.SH,嘉实医药健康100ETF,医药ETF嘉实,嘉实中证医药健康100策略交易型开放式指数证券投资基金,931166.CSI,中证医药健康100策略指数,2020-04-24,2020-06-10,L,SH,嘉实基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2852314.0000,227481.0390,95077.133333333333,0.7440,69064.0000,5159.7030,etf_basic,2026-06-03 21:44:08.972707+08
924,551580.SH,泰康中证AAA科技创新公司债ETF,泰康中证AAA科技创新公司债ETF,泰康中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,2025-09-17,2025-09-24,L,SH,泰康基金,上海浦东发展银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2849818.1900,28932466.0270,94993.939666666667,101.8930,68006.3000,692817.4940,etf_basic,2026-06-03 21:44:08.972707+08
925,517950.SH,交银中证智选沪深港科技50ETF,沪深港科技50ETF交银,交银施罗德中证智选沪深港科技50交易型开放式指数证券投资基金,931785.CSI,中证智选沪深港科技50指数,2025-12-10,2025-12-18,L,SH,交银施罗德基金,国泰海通证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2845612.0000,330329.8040,94853.733333333333,1.2110,54550.0000,6655.5340,etf_basic,2026-06-03 21:44:08.972707+08
926,563550.SH,摩根中证A500增强策略ETF,A500增强ETF摩根,摩根中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,2025-05-08,2025-05-16,L,SH,摩根基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2845083.0000,378444.9170,94836.100000000000,1.3340,94572.0000,12692.3660,etf_basic,2026-06-03 21:44:08.972707+08
927,563650.SH,兴业中证A500ETF,中证A500ETF兴业,兴业中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,2025-03-25,2025-04-03,L,SH,兴业基金,中信证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2841393.0000,385876.7390,94713.100000000000,1.3670,102124.0000,14099.9750,etf_basic,2026-06-03 21:44:08.972707+08
928,159287.SZ,博时创业板综合ETF,创业板综ETF博时,博时创业板综合交易型开放式指数证券投资基金,399102.SZ,创业板综合指数,2025-08-15,2025-08-27,L,SZ,博时基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2828676.4600,353661.4725,94289.215333333333,1.2860,43493.0000,5621.3015,etf_basic,2026-06-03 21:44:08.972707+08
929,159400.SZ,景顺长城深证AAA科技创新公司债ETF,科创债ETF景顺,景顺长城深证AAA科技创新公司债交易型开放式指数证券投资基金,921130.SZ,深证AAA科技创新公司债指数,2025-07-10,2025-07-17,L,SZ,景顺长城基金,兴业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2828236.3800,28644878.6813,94274.546000000000,100.8600,71557.1000,721689.2057,etf_basic,2026-06-03 21:44:08.972707+08
930,159156.SZ,万家国证新能源车电池ETF,电池ETF万家,万家国证新能源车电池交易型开放式指数证券投资基金,980032.SZ,国证新能源车电池指数,2026-02-04,2026-02-12,L,SZ,万家基金,恒丰银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2821120.3800,314003.1757,94037.346000000000,1.0380,68495.0200,7153.6368,etf_basic,2026-06-03 21:44:08.972707+08
931,159390.SZ,国联中证A50ETF,中证A50ETF国联,国联中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,2025-03-26,2025-04-09,L,SZ,国联基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2820508.1300,359853.3763,94016.937666666667,1.2930,125167.0000,16212.9560,etf_basic,2026-06-03 21:44:08.972707+08
932,588210.SH,易方达上证科创板100ETF,科创100ETF易方达,易方达上证科创板100交易型开放式指数证券投资基金,000698.SH,上证科创板100指数,2023-11-08,2023-11-16,L,SH,易方达基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2818435.6900,497378.3980,93947.856333333333,1.7850,64948.0000,11627.2900,etf_basic,2026-06-03 21:44:08.972707+08
933,159788.SZ,易方达中证港股通中国100ETF,港股通100ETF易方达,易方达中证港股通中国100交易型开放式指数证券投资基金,930957.CSI,中证港股通中国100指数,2022-02-22,2022-03-02,L,SZ,易方达基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2811107.8900,352264.8427,93703.596333333333,1.2330,75098.0000,9278.9416,etf_basic,2026-06-03 21:44:08.972707+08
934,159395.SZ,大成深证基准做市信用债ETF,信用债ETF大成,大成深证基准做市信用债交易型开放式指数证券投资基金,921128.SZ,深证基准做市信用债指数,2025-01-16,2025-01-27,L,SZ,大成基金,兴业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2808933.5800,28867403.5640,93631.119333333333,103.0700,139463.2000,1437362.8640,etf_basic,2026-06-03 21:44:08.972707+08
935,516230.SH,招商中证光伏产业ETF,光伏ETF招商,招商中证光伏产业交易型开放式指数证券投资基金,931151.CSI,中证光伏产业指数,2026-01-23,2026-02-03,L,SH,招商基金,交通银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2802476.0000,280259.2970,93415.866666666667,0.9730,105115.0000,10312.2930,etf_basic,2026-06-03 21:44:08.972707+08
936,159669.SZ,国泰国证绿色电力ETF,绿色电力ETF国泰,国泰国证绿色电力交易型开放式指数证券投资基金,399438.SZ,国证绿色电力指数,2022-12-29,2023-01-11,L,SZ,国泰基金,中国邮政储蓄银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2788214.0000,348968.1731,92940.466666666667,1.3040,119830.0000,15468.8798,etf_basic,2026-06-03 21:44:08.972707+08
937,512370.SH,华夏中证A500增强策略ETF,A500增强ETF华夏,华夏中证A500增强策略交易型开放式指数证券投资基金,000510.SH,中证A500指数,2025-08-06,2025-08-18,L,SH,华夏基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2782270.0000,341268.0100,92742.333333333333,1.2440,46639.0000,5825.2460,etf_basic,2026-06-03 21:44:08.972707+08
938,588390.SH,博时中证科创创业50ETF,科创创业ETF博时,博时中证科创创业50交易型开放式指数证券投资基金,931643.CSI,中证科创创业50指数,2021-08-19,2021-08-30,L,SH,博时基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2763640.0000,352164.3690,92121.333333333333,1.4360,98451.0000,14281.9410,etf_basic,2026-06-03 21:44:08.972707+08
939,516460.SH,鹏华中证800自由现金流ETF,现金流ETF800鹏华,鹏华中证800自由现金流交易型开放式指数证券投资基金,932368.CSI,中证800自由现金流指数,2025-04-17,2025-04-28,L,SH,鹏华基金,交通银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2752987.0000,357566.2660,91766.233333333333,1.2660,76231.0000,9637.9560,etf_basic,2026-06-03 21:44:08.972707+08
940,560750.SH,申万菱信中证A500ETF,A500ETF申万菱信,申万菱信中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,2025-01-22,2025-02-07,L,SH,申万菱信基金,中国农业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2743525.0000,385348.1370,91450.833333333333,1.4280,37391.0000,5371.0900,etf_basic,2026-06-03 21:44:08.972707+08
941,561930.SH,招商沪深300ETF,沪深300ETF招商,招商沪深300交易型开放式指数证券投资基金,000300.SH,沪深300指数,2024-09-06,2024-09-20,L,SH,招商基金,广发证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2714216.0500,435723.8410,90473.868333333333,1.6530,14076.0000,2324.0760,etf_basic,2026-06-03 21:44:08.972707+08
942,159180.SZ,软件ETF银华,软件ETF银华,银华国证工业软件主题交易型开放式指数证券投资基金,980034.SZ,国证工业软件主题指数,2026-03-25,2026-04-03,L,SZ,银华基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2703263.9100,309665.8953,90108.797000000000,1.1540,87393.0200,10159.0793,etf_basic,2026-06-03 21:44:08.972707+08
943,562070.SH,华宝沪深300增强策略ETF,沪深300指增ETF华宝,华宝沪深300增强策略交易型开放式指数证券投资基金,000300.SH,沪深300指数,2025-12-17,2025-12-25,L,SH,华宝基金,中国农业银行股份有限公司,0.800000,纯境内,30,2026-04-20,2026-06-03,2702195.0000,284960.5910,90073.166666666667,1.0840,85786.0000,9299.4010,etf_basic,2026-06-03 21:44:08.972707+08
944,530580.SH,南方上证180ETF,上证180ETF南方,南方上证180交易型开放式指数证券投资基金,000010.SH,上证180指数,2024-12-30,2025-01-08,L,SH,南方基金,国泰海通证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2701379.0000,325255.7470,90045.966666666667,1.2030,105789.0000,12743.5620,etf_basic,2026-06-03 21:44:08.972707+08
945,562870.SH,嘉实中证全指证券公司ETF,证券ETF嘉实,嘉实中证全指证券公司交易型开放式指数证券投资基金,399975.SZ,中证全指证券公司指数,2025-07-17,2025-07-25,L,SH,嘉实基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2687693.0000,241044.8580,89589.766666666667,0.8770,73411.0000,6431.0040,etf_basic,2026-06-03 21:44:08.972707+08
946,159686.SZ,易方达中证A100ETF,A100ETF易方达,易方达中证A100交易型开放式指数证券投资基金,000903.SH,中证A100指数,2023-07-11,2023-07-19,L,SZ,易方达基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2671028.0400,359732.3838,89034.268000000000,1.3590,78679.0000,10724.5566,etf_basic,2026-06-03 21:44:08.972707+08
947,515750.SH,富国中证科技50策略ETF,科技50ETF富国,富国中证科技50策略交易型开放式指数证券投资基金,931186.CSI,中证科技50策略指数,2019-11-15,2019-12-06,L,SH,富国基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,2666006.8700,522481.1360,88866.895666666667,1.9730,69589.0000,13820.4990,etf_basic,2026-06-03 21:44:08.972707+08
948,511190.SH,海富通上证基准做市公司债ETF,信用债ETF海富通,海富通上证基准做市公司债交易型开放式指数证券投资基金,950245.CSI,上证基准做市公司债指数,2025-01-16,2025-02-05,L,SH,海富通基金,中信证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2662742.2800,27121656.8610,88758.076000000000,102.2500,22688.0000,231974.2080,etf_basic,2026-06-03 21:44:08.972707+08
949,159236.SZ,自由现金流ETF工银,自由现金流ETF工银,工银瑞信中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,2025-04-30,2025-05-16,L,SZ,工银瑞信基金,华泰证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2661720.8300,340484.1945,88724.027666666667,1.2360,93441.2000,11530.8126,etf_basic,2026-06-03 21:44:08.972707+08
950,563770.SH,招商中证全指自由现金流ETF,全指现金流ETF招商,招商中证全指自由现金流交易型开放式指数证券投资基金,932365.CSI,中证全指自由现金流指数,2025-05-08,2025-05-16,L,SH,招商基金,国泰海通证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,2659941.0000,341241.1530,88664.700000000000,1.2370,84693.0000,10455.9440,etf_basic,2026-06-03 21:44:08.972707+08
