rank_by_30d_vol,ts_code,csname,extname,cname,index_code,index_name,setup_date,list_date,list_status,exchange,mgr_name,custod_name,mgt_fee,etf_type,matched_days,first_matched_trade_date,latest_matched_trade_date,vol_30d,amount_30d,avg_vol_30d,latest_close,latest_vol,latest_amount,api_name,fetched_at
248,560710.SH,富国中证智选船舶产业ETF,船舶ETF富国,富国中证智选船舶产业交易型开放式指数证券投资基金,932420.CSI,中证智选船舶产业指数,2026-01-28,2026-02-06,L,SH,富国基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,35601252.2000,3747142.6420,1186708.406666666667,0.9660,574637.0000,55812.8720,etf_basic,2026-06-03 21:44:08.972707+08
249,520510.SH,华夏中证港股通医疗主题ETF,港股通医疗ETF华夏,华夏中证港股通医疗主题交易型开放式指数证券投资基金,932069.CSI,中证港股通医疗主题指数,2025-07-28,2025-08-07,L,SH,华夏基金,国信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,35586005.0000,2985599.4070,1186200.166666666667,0.7700,1111636.0000,86478.1000,etf_basic,2026-06-03 21:44:08.972707+08
250,159652.SZ,汇添富中证细分有色金属产业主题ETF,有色ETF汇添富,汇添富中证细分有色金属产业主题交易型开放式指数证券投资基金,000811.CSI,中证细分有色金属产业主题指数,2023-01-16,2023-02-08,L,SZ,汇添富基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,35465121.7400,6354775.6285,1182170.724666666667,1.7390,1075277.5500,186991.7205,etf_basic,2026-06-03 21:44:08.972707+08
251,159985.SZ,华夏饲料豆粕期货ETF,豆粕ETF华夏,华夏饲料豆粕期货交易型开放式证券投资基金,000014.DCE,大商所豆粕期货价格指数,2019-09-24,2019-12-05,L,SZ,华夏基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,35352400.8600,7520667.7934,1178413.362000000000,2.0540,867457.4700,177636.0454,etf_basic,2026-06-03 21:44:08.972707+08
252,515400.SH,富国中证大数据产业ETF,大数据ETF富国,富国中证大数据产业交易型开放式指数证券投资基金,930902.CSI,中证大数据产业指数,2021-01-07,2021-01-20,L,SH,富国基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,35246367.2400,3555483.2240,1174878.908000000000,0.9190,1084290.0000,100577.0930,etf_basic,2026-06-03 21:44:08.972707+08
253,159780.SZ,南方中证科创创业50ETF,科创创业50ETF南方,南方中证科创创业50交易型开放式指数证券投资基金,931643.CSI,中证科创创业50指数,2021-06-24,2021-07-05,L,SZ,南方基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,35162458.0500,4197288.7506,1172081.935000000000,1.3190,1683455.4200,223658.3226,etf_basic,2026-06-03 21:44:08.972707+08
254,159667.SZ,国泰中证机床ETF,工业母机ETF国泰,国泰中证机床交易型开放式指数证券投资基金,931866.CSI,中证机床指数,2022-10-12,2022-10-26,L,SZ,国泰基金,中国邮政储蓄银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,35147473.5200,7911253.4867,1171582.450666666667,2.3510,1502843.0000,354901.8544,etf_basic,2026-06-03 21:44:08.972707+08
255,515970.SH,华夏中证工程机械主题ETF,工程机械ETF华夏,华夏中证工程机械主题交易型开放式指数证券投资基金,931752.CSI,中证工程机械主题指数,2026-02-04,2026-02-12,L,SH,华夏基金,国投证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,34986410.0000,3374316.2640,1166213.666666666667,0.9260,1424861.0000,132960.9260,etf_basic,2026-06-03 21:44:08.972707+08
256,159828.SZ,国泰中证医疗ETF,医疗ETF国泰,国泰中证医疗交易型开放式指数证券投资基金,399989.SZ,中证医疗指数,2020-12-24,2021-01-12,L,SZ,国泰基金,华夏银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,34922369.5400,1425059.7819,1164078.984666666667,0.3800,1113226.0600,42408.5462,etf_basic,2026-06-03 21:44:08.972707+08
257,588230.SH,华泰柏瑞上证科创板200ETF,科创200ETF华泰柏瑞,华泰柏瑞上证科创板200交易型开放式指数证券投资基金,000699.SH,上证科创板200指数,2024-12-16,2024-12-24,L,SH,华泰柏瑞基金,中泰证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,34845490.4200,6996235.7560,1161516.347333333333,1.9720,1010434.0000,200478.3190,etf_basic,2026-06-03 21:44:08.972707+08
258,520700.SH,万家中证港股通创新药ETF,港股通创新药ETF万家,万家中证港股通创新药交易型开放式指数证券投资基金,931250.CSI,中证港股通创新药指数,2024-09-13,2024-10-14,L,SH,万家基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,34589679.5500,5037171.6770,1152989.318333333333,1.2950,1057561.7100,137969.5970,etf_basic,2026-06-03 21:44:08.972707+08
259,159745.SZ,国泰中证全指建筑材料ETF,建材ETF国泰,国泰中证全指建筑材料交易型开放式指数证券投资基金,931009.CSI,中证全指建筑材料指数,2021-06-09,2021-06-18,L,SZ,国泰基金,中国银河证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,34525506.6200,2195571.5647,1150850.220666666667,0.5950,826071.0000,49162.1666,etf_basic,2026-06-03 21:44:08.972707+08
260,515070.SH,华夏中证人工智能主题ETF,人工智能ETF华夏,华夏中证人工智能主题交易型开放式指数证券投资基金,930713.CSI,中证人工智能主题指数,2019-12-09,2019-12-24,L,SH,华夏基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,34493647.9200,8319023.1030,1149788.264000000000,2.5830,1567547.6600,404785.5300,etf_basic,2026-06-03 21:44:08.972707+08
261,513920.SH,华安恒生港股通中国央企红利ETF,港股通央企红利ETF华安,华安恒生港股通中国央企红利交易型开放式指数证券投资基金,HSSCSOY.HI,恒生港股通中国央企红利指数,2023-12-20,2024-01-05,L,SH,华安基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,34346993.9700,5731963.0940,1144899.799000000000,1.6250,946697.0000,153363.9840,etf_basic,2026-06-03 21:44:08.972707+08
262,515000.SH,华宝中证科技龙头ETF,科技ETF华宝,华宝中证科技龙头交易型开放式指数证券投资基金,931087.CSI,中证科技龙头指数,2019-07-22,2019-08-16,L,SH,华宝基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,34294167.3500,4394842.3690,1143138.911666666667,1.4270,1415354.7300,202484.4160,etf_basic,2026-06-03 21:44:08.972707+08
263,159501.SZ,嘉实纳斯达克100ETF(QDII),纳指ETF嘉实,嘉实纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,2023-05-31,2023-06-14,L,SZ,嘉实基金,招商银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,34273663.7900,6730482.8420,1142455.459666666667,2.1530,1467541.2500,318294.5558,etf_basic,2026-06-03 21:44:08.972707+08
264,516510.SH,易方达中证云计算与大数据主题ETF,云计算ETF易方达,易方达中证云计算与大数据主题交易型开放式指数证券投资基金,930851.CSI,中证云计算与大数据主题指数,2021-03-29,2021-04-07,L,SH,易方达基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,33808525.9300,6304516.7970,1126950.864333333333,1.8120,867824.0000,158438.2500,etf_basic,2026-06-03 21:44:08.972707+08
265,159977.SZ,天弘创业板ETF,创业板ETF天弘,天弘创业板交易型开放式指数证券投资基金,399006.SZ,创业板指数,2019-09-12,2019-09-27,L,SZ,天弘基金,国泰海通证券股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,33309692.6200,6765699.5412,1110323.087333333333,2.1550,1109893.0000,239987.1794,etf_basic,2026-06-03 21:44:08.972707+08
266,159839.SZ,汇添富国证生物医药ETF,生物医药ETF汇添富,汇添富国证生物医药交易型开放式指数证券投资基金,399441.SZ,国证生物医药指数,2021-02-01,2021-02-22,L,SZ,汇添富基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,32929481.7400,1126531.2934,1097649.391333333333,0.3110,1054292.0000,32882.7529,etf_basic,2026-06-03 21:44:08.972707+08
267,563880.SH,汇添富中证A500ETF,A500ETF汇添富,汇添富中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,2024-11-18,2024-11-25,L,SH,汇添富基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,32920425.7000,4362617.4230,1097347.523333333333,1.3430,816599.0000,110024.3570,etf_basic,2026-06-03 21:44:08.972707+08
268,516780.SH,华泰柏瑞中证稀土产业ETF,稀土ETF华泰柏瑞,华泰柏瑞中证稀土产业交易型开放式指数证券投资基金,930598.CSI,中证稀土产业指数,2021-02-26,2021-03-08,L,SH,华泰柏瑞基金,中国银河证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,32799927.0800,5475416.5080,1093330.902666666667,0.9540,1178048.0600,112149.4840,etf_basic,2026-06-03 21:44:08.972707+08
269,520870.SH,易方达伊塔乌巴西IBOVESPAETF(QDII),巴西ETF易方达,易方达伊塔乌巴西IBOVESPA交易型开放式指数证券投资基金(QDII),BOVESPA.OTH,巴西IBOVESPA指数,2025-11-05,2025-11-13,L,SH,易方达基金,招商银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,32709304.6600,3922129.1960,1090310.155333333333,1.1160,518906.8200,58151.8730,etf_basic,2026-06-03 21:44:08.972707+08
270,588190.SH,科创100,科创100ETF银华,银华上证科创板100交易型开放式指数证券投资基金,000698.SH,上证科创板100指数,2023-09-06,2023-09-15,L,SH,银华基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,32705741.2500,5689845.3150,1090191.375000000000,1.7780,989543.0000,176607.1170,etf_basic,2026-06-03 21:44:08.972707+08
271,159595.SZ,大成中证A50ETF,中证A50ETF大成,大成中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,2024-03-06,2024-03-18,L,SZ,大成基金,中国农业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,32652058.0100,4586881.9310,1088401.933666666667,1.4360,969032.0900,138610.5790,etf_basic,2026-06-03 21:44:08.972707+08
272,562950.SH,易方达中证消费电子主题ETF,消费电子ETF易方达,易方达中证消费电子主题交易型开放式指数证券投资基金,931494.CSI,中证消费电子主题指数,2022-01-12,2022-01-20,L,SH,易方达基金,上海浦东发展银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,32355402.4700,5429949.2240,1078513.415666666667,1.8160,1297841.6200,236187.1840,etf_basic,2026-06-03 21:44:08.972707+08
273,516350.SH,易方达中证芯片产业ETF,芯片ETF易方达,易方达中证芯片产业交易型开放式指数证券投资基金,H30007.CSI,中证芯片产业指数,2021-12-15,2021-12-23,L,SH,易方达基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,31990637.7900,5271847.3960,1066354.593000000000,1.7330,1160105.2900,200964.0250,etf_basic,2026-06-03 21:44:08.972707+08
274,511990.SH,华宝添益A,华宝添益ETF,华宝现金添益交易型货币市场基金A类,,,2012-12-27,2013-01-28,L,SH,华宝基金,中国建设银行股份有限公司,0.350000,纯境内,30,2026-04-20,2026-06-03,31978682.5600,319786010.0990,1065956.085333333333,100.0000,1063187.6000,10631654.0430,etf_basic,2026-06-03 21:44:08.972707+08
275,159559.SZ,景顺长城国证机器人产业ETF,机器人ETF景顺,景顺长城国证机器人产业交易型开放式指数证券投资基金,980022.SZ,国证机器人产业指数,2023-11-30,2023-12-12,L,SZ,景顺长城基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,31852019.9200,4603813.5461,1061733.997333333333,1.3810,947863.8400,132158.9341,etf_basic,2026-06-03 21:44:08.972707+08
276,516080.SH,易方达中证创新药产业ETF,创新药ETF易方达,易方达中证创新药产业交易型开放式指数证券投资基金,931152.CSI,中证创新药产业指数,2021-02-03,2021-02-23,L,SH,易方达基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,31642105.5700,2014829.8800,1054736.852333333333,0.5830,990976.0000,57818.8520,etf_basic,2026-06-03 21:44:08.972707+08
277,512290.SH,国泰中证生物医药ETF,生物医药ETF国泰,国泰中证生物医药交易型开放式指数证券投资基金,930726.CSI,中证生物医药指数,2019-04-18,2019-05-20,L,SH,国泰基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,31623292.2800,3025089.6420,1054109.742666666667,0.8770,1033287.0000,90970.2290,etf_basic,2026-06-03 21:44:08.972707+08
278,520690.SH,博时恒生港股通创新药精选ETF,港股创新药ETF博时,博时恒生港股通创新药精选交易型开放式指数证券投资基金,HSSCPB.HI,恒生港股通创新药精选指数,2025-07-23,2025-08-01,L,SH,博时基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,31365125.0000,2377359.4150,1045504.166666666667,0.6560,1391521.0000,91710.9240,etf_basic,2026-06-03 21:44:08.972707+08
279,513970.SH,景顺长城恒生消费ETF(QDII),恒生消费ETF景顺,景顺长城恒生消费交易型开放式指数证券投资基金(QDII),HSCGSI.HI,恒生消费指数,2023-04-12,2023-04-21,L,SH,景顺长城基金,兴业银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,31347709.2200,2662536.7880,1044923.640666666667,0.8380,1000575.0000,83532.6820,etf_basic,2026-06-03 21:44:08.972707+08
280,561560.SH,华泰柏瑞中证全指电力公用事业ETF,电力ETF华泰柏瑞,华泰柏瑞中证全指电力公用事业交易型开放式指数证券投资基金,H30199.CSI,中证全指电力公用事业指数,2022-04-26,2022-05-16,L,SH,华泰柏瑞基金,中国农业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,31128929.1800,4431419.2420,1037630.972666666667,1.5130,1845795.9900,275049.0230,etf_basic,2026-06-03 21:44:08.972707+08
281,159513.SZ,大成纳斯达克100ETF(QDII),纳斯达克100ETF大成,大成纳斯达克100交易型开放式指数证券投资基金(QDII),NDX.NASDAQ,纳斯达克100指数,2023-07-12,2023-07-28,L,SZ,大成基金,中国农业银行股份有限公司,0.800000,QDII,30,2026-04-20,2026-06-03,31085799.6800,5381000.8812,1036193.322666666667,1.8720,1225619.7000,231287.4296,etf_basic,2026-06-03 21:44:08.972707+08
282,512040.SH,富国中证价值ETF,价值100ETF富国,富国中证价值交易型开放式指数证券投资基金,931052.CSI,中证国信价值指数,2018-11-07,2018-11-29,L,SH,富国基金,中国建设银行股份有限公司,0.600000,纯境内,30,2026-04-20,2026-06-03,31056608.2400,3838486.5590,1035220.274666666667,1.2170,1267283.0000,154315.7710,etf_basic,2026-06-03 21:44:08.972707+08
283,159866.SZ,日经ETF工银,日经ETF工银,工银瑞信大和日经225交易型开放式指数证券投资基金(QDII),N225.JT,日经225指数,2021-03-24,2021-04-08,L,SZ,工银瑞信基金,中国农业银行股份有限公司,0.200000,QDII,30,2026-04-20,2026-06-03,30775876.0700,4953006.0582,1025862.535666666667,1.7440,2514258.7100,439105.1024,etf_basic,2026-06-03 21:44:08.972707+08
284,515800.SH,添富中证800ETF,中证800ETF汇添富,中证800交易型开放式指数证券投资基金,000906.SH,中证800指数,2019-10-08,2019-12-16,L,SH,汇添富基金,平安银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,30671077.0800,4146727.8860,1022369.236000000000,1.3600,1337454.0000,182364.2250,etf_basic,2026-06-03 21:44:08.972707+08
285,159278.SZ,鹏华国证机器人产业ETF,机器人ETF鹏华,鹏华国证机器人产业交易型开放式指数证券投资基金,980022.SZ,国证机器人产业指数,2025-07-30,2025-08-12,L,SZ,鹏华基金,国投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,30476287.1800,3474679.1164,1015876.239333333333,1.0910,1519323.0900,166597.6172,etf_basic,2026-06-03 21:44:08.972707+08
286,589680.SH,鹏华科创板综合ETF,科创综指ETF鹏华,鹏华上证科创板综合交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,2025-02-26,2025-03-05,L,SH,鹏华基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,30264709.9800,4875925.9780,1008823.666000000000,1.6100,767421.0000,124260.3700,etf_basic,2026-06-03 21:44:08.972707+08
287,159241.SZ,天弘国证航天航空行业ETF,航空航天ETF天弘,天弘国证航天航空行业交易型开放式指数证券投资基金,CN5082.SZ,国证航天航空行业指数,2025-05-21,2025-05-29,L,SZ,天弘基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,30068829.4000,3949899.6829,1002294.313333333333,1.1770,977776.0000,115206.3396,etf_basic,2026-06-03 21:44:08.972707+08
288,589020.SH,鹏华科创板半导体材料设备主题ETF,科创半导体设备ETF鹏华,鹏华上证科创板半导体材料设备主题交易型开放式指数证券投资基金,950125.CSI,上证科创板半导体材料设备主题指数,2025-08-27,2025-09-04,L,SH,鹏华基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,29897784.1900,5785357.9120,996592.806333333333,1.9360,1721191.7800,335230.3760,etf_basic,2026-06-03 21:44:08.972707+08
289,513530.SH,华泰柏瑞中证港股通高股息投资ETF(QDII),港股通红利ETF华泰柏瑞,华泰柏瑞中证港股通高股息投资交易型开放式指数证券投资基金(QDII),930914.CSI,中证港股通高股息投资指数,2022-04-08,2022-04-25,L,SH,华泰柏瑞基金,交通银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,29877070.7300,4926769.8290,995902.357666666667,1.6230,834261.0000,135032.7270,etf_basic,2026-06-03 21:44:08.972707+08
290,159547.SZ,华夏中证红利低波动ETF,红利低波ETF华夏,华夏中证红利低波动交易型开放式指数证券投资基金,H30269.CSI,中证红利低波动指数,2024-01-25,2024-02-06,L,SZ,华夏基金,中信银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,29681837.3800,3590840.1339,989394.579333333333,1.2110,1459859.0100,176353.5052,etf_basic,2026-06-03 21:44:08.972707+08
291,159207.SZ,广发中证智选高股息策略ETF,高股息ETF广发,广发中证智选高股息策略交易型开放式指数证券投资基金,932305.CSI,中证智选高股息策略指数,2025-03-27,2025-04-09,L,SZ,广发基金,上海浦东发展银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,29397301.3700,3502993.6905,979910.045666666667,1.1890,1488114.0000,176031.6293,etf_basic,2026-06-03 21:44:08.972707+08
292,159561.SZ,嘉实德国DAXETF(QDII),德国ETF嘉实,嘉实德国DAX交易型开放式指数证券投资基金(QDII),GDAXI.GY,德国法兰克福DAX指数,2024-04-03,2024-04-30,L,SZ,嘉实基金,中国银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,28881388.5600,3795266.4500,962712.952000000000,1.3180,916389.0000,121180.0896,etf_basic,2026-06-03 21:44:08.972707+08
293,589010.SH,华夏上证科创板人工智能ETF,科创人工智能ETF华夏,华夏上证科创板人工智能交易型开放式指数证券投资基金,950180.CSI,上证科创板人工智能指数,2025-03-26,2025-04-09,L,SH,华夏基金,中国建设银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,28776078.1200,4793172.8360,959202.604000000000,1.6370,587724.0000,96331.7370,etf_basic,2026-06-03 21:44:08.972707+08
294,588830.SH,鹏华科创板新能源ETF,科创新能源ETF鹏华,鹏华上证科创板新能源交易型开放式指数证券投资基金,000692.SH,上证科创板新能源指数,2024-07-31,2024-08-09,L,SH,鹏华基金,国泰海通证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,28734703.8000,4814477.1330,957823.460000000000,1.5160,688854.0000,105499.2140,etf_basic,2026-06-03 21:44:08.972707+08
295,159993.SZ,龙头券商,证券ETF鹏华,鹏华国证证券龙头交易型开放式指数证券投资基金,399437.SZ,国证证券龙头指数,2019-12-26,2020-02-07,L,SZ,鹏华基金,中信证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,28616901.0700,3299941.8937,953896.702333333333,1.1230,817707.0000,91795.5899,etf_basic,2026-06-03 21:44:08.972707+08
296,159198.SZ,富国中证港股通信息技术综合ETF,港股通信息技术ETF富国,富国中证港股通信息技术综合交易型开放式指数证券投资基金,930967.CSI,中证港股通信息技术综合指数,2026-03-25,2026-04-03,L,SZ,富国基金,兴业银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,28343329.9300,3694378.3476,944777.664333333333,1.4250,1802091.0200,258292.0650,etf_basic,2026-06-03 21:44:08.972707+08
297,588730.SH,易方达上证科创板人工智能ETF,科创人工智能ETF易方达,易方达上证科创板人工智能交易型开放式指数证券投资基金,950180.CSI,上证科创板人工智能指数,2025-01-16,2025-01-24,L,SH,易方达基金,上海浦东发展银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,28194217.9500,4879215.9570,939807.265000000000,1.7140,841185.0000,144943.5620,etf_basic,2026-06-03 21:44:08.972707+08
298,560610.SH,招商中证A500ETF,A500ETF招商,招商中证A500交易型开放式指数证券投资基金,000510.SH,中证A500指数,2024-09-26,2024-10-15,L,SH,招商基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,28193088.6000,3560646.0570,939769.620000000000,1.2780,998628.2500,128104.1620,etf_basic,2026-06-03 21:44:08.972707+08
299,159256.SZ,华夏创业板软件ETF,创业板软件ETF华夏,华夏创业板软件交易型开放式指数证券投资基金,399264.SZ,创业板软件指数,2025-07-24,2025-08-04,L,SZ,华夏基金,中信建投证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,28173598.1700,2792172.7345,939119.939000000000,0.9000,869631.0000,78849.9439,etf_basic,2026-06-03 21:44:08.972707+08
300,562060.SH,华宝标普中国A股红利机会ETF,标普A股红利ETF华宝,华宝标普中国A股红利机会交易型开放式指数证券投资基金,CSPSADRP.OTH,标普中国A股红利机会指数,2023-12-08,2023-12-28,L,SH,华宝基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,27834828.0200,1787278.5960,927827.600666666667,0.6270,700623.0000,43907.7960,etf_basic,2026-06-03 21:44:08.972707+08
301,560050.SH,汇添富MSCI中国A50互联互通ETF,中国A50ETF汇添富,汇添富MSCI中国A50互联互通交易型开放式指数证券投资基金,746059.MI,MSCI中国A50互联互通(人民币)指数,2021-10-29,2021-11-08,L,SH,汇添富基金,交通银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,27829463.3400,3138051.8970,927648.778000000000,1.1650,693057.4100,80731.7150,etf_basic,2026-06-03 21:44:08.972707+08
302,551550.SH,华夏中证AAA科技创新公司债ETF,华夏中证AAA科技创新公司债ETF,华夏中证AAA科技创新公司债交易型开放式指数证券投资基金,932160.CSI,中证AAA科技创新公司债指数,2025-07-10,2025-07-17,L,SH,华夏基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,27771991.3000,280684299.9780,925733.043333333333,101.3830,1269254.0000,12866432.5330,etf_basic,2026-06-03 21:44:08.972707+08
303,159105.SZ,易方达恒生生物科技ETF,恒生生物科技ETF易方达,易方达恒生生物科技交易型开放式指数证券投资基金,HSBIO.HI,恒生生物科技指数,2025-10-20,2025-11-03,L,SZ,易方达基金,中国银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,27735408.5000,2382821.6730,924513.616666666667,0.7720,1445462.0000,112403.8192,etf_basic,2026-06-03 21:44:08.972707+08
304,511100.SH,华夏上证基准做市国债ETF,国债ETF华夏,华夏上证基准做市国债交易型开放式指数证券投资基金,950243.CSI,上证基准做市国债指数,2023-12-13,2023-12-25,L,SH,华夏基金,招商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,27677502.4400,301080561.4800,922583.414666666667,109.2810,963361.0000,10525894.5760,etf_basic,2026-06-03 21:44:08.972707+08
305,159531.SZ,南方中证2000ETF,中证2000ETF南方,南方中证2000交易型开放式指数证券投资基金,932000.CSI,中证2000指数,2023-09-07,2023-09-18,L,SZ,南方基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,27657489.4400,4373076.1659,921916.314666666667,1.5390,967258.0000,149453.8611,etf_basic,2026-06-03 21:44:08.972707+08
306,589070.SH,天弘上证科创板芯片设计主题ETF,科创芯片设计ETF天弘,天弘上证科创板芯片设计主题交易型开放式指数证券投资基金,950162.CSI,上证科创板芯片设计主题指数,2026-01-15,2026-01-23,L,SH,天弘基金,华泰证券股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,27439083.4200,3213212.6920,914636.114000000000,1.1800,1224883.0000,145475.6140,etf_basic,2026-06-03 21:44:08.972707+08
307,159593.SZ,平安中证A50ETF,中证A50ETF平安,平安中证A50交易型开放式指数证券投资基金,930050.CSI,中证A50指数,2024-03-04,2024-03-12,L,SZ,平安基金,中国银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,27422104.8300,3878580.6947,914070.161000000000,1.4300,469034.0000,67260.4505,etf_basic,2026-06-03 21:44:08.972707+08
308,589800.SH,易方达上证科创板综合ETF,科创综指ETF易方达,易方达上证科创板综合交易型开放式指数证券投资基金,000680.SH,上证科创板综合指数,2025-02-25,2025-03-04,L,SH,易方达基金,中国工商银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,27364995.9400,4460317.8360,912166.531333333333,1.6500,816873.4300,135455.2430,etf_basic,2026-06-03 21:44:08.972707+08
309,516160.SH,南方中证新能源ETF,新能源ETF南方,南方中证新能源交易型开放式指数证券投资基金,399808.SZ,中证新能源指数,2021-01-22,2021-02-04,L,SH,南方基金,中国农业银行股份有限公司,0.150000,纯境内,30,2026-04-20,2026-06-03,27301983.2500,8793064.4580,910066.108333333333,3.0600,609637.1300,187159.8460,etf_basic,2026-06-03 21:44:08.972707+08
310,159615.SZ,南方恒生生物科技ETF(QDII),恒生生物科技ETF南方,南方恒生生物科技交易型开放式指数证券投资基金(QDII),HSBIO.HI,恒生生物科技指数,2022-06-17,2022-06-28,L,SZ,南方基金,中国农业银行股份有限公司,0.500000,QDII,30,2026-04-20,2026-06-03,27267217.7000,2856594.4399,908907.256666666667,0.9350,1063452.0000,100269.6822,etf_basic,2026-06-03 21:44:08.972707+08
311,159876.SZ,有色龙头ETF,有色ETF华宝,华宝中证有色金属交易型开放式指数证券投资基金,930708.CSI,中证有色金属指数,2021-03-12,2021-03-24,L,SZ,华宝基金,招商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,27172998.2900,2929581.9792,905766.609666666667,1.0470,835378.0000,87687.8719,etf_basic,2026-06-03 21:44:08.972707+08
312,516670.SH,招商中证畜牧养殖ETF,畜牧养殖ETF招商,招商中证畜牧养殖交易型开放式指数证券投资基金,930707.CSI,中证畜牧养殖指数,2021-03-18,2021-03-26,L,SH,招商基金,中信建投证券股份有限公司,0.200000,纯境内,30,2026-04-20,2026-06-03,27162454.7600,1796318.6460,905415.158666666667,0.5990,695585.0000,41645.4760,etf_basic,2026-06-03 21:44:08.972707+08
313,589030.SH,易方达上证科创板芯片设计主题ETF,科创芯片设计ETF易方达,易方达上证科创板芯片设计主题交易型开放式指数证券投资基金,950162.CSI,上证科创板芯片设计主题指数,2025-12-31,2026-01-19,L,SH,易方达基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,27036313.0000,3413158.0260,901210.433333333333,1.2570,972321.0000,122440.0310,etf_basic,2026-06-03 21:44:08.972707+08
314,159934.SZ,易方达黄金ETF,黄金ETF易方达,易方达黄金交易型开放式证券投资基金,Au99.99.SGE,黄金9999,2013-11-29,2013-12-16,L,SZ,易方达基金,中国工商银行股份有限公司,0.500000,纯境内,30,2026-04-20,2026-06-03,27011698.8900,27179229.3885,900389.963000000000,9.6920,739264.2100,717444.4409,etf_basic,2026-06-03 21:44:08.972707+08
