ts_code,extra_row_count,extra_date_count,first_extra_date,last_extra_date,extra_dates,core_name,core_fullname,core_market,core_publisher,core_index_type,core_category,core_base_date,core_base_point,core_list_date,core_weight_rule,core_desc,core_exp_date,core_created_at,core_updated_at,raw_name,raw_fullname,raw_market,raw_publisher,raw_index_type,raw_category,raw_base_date,raw_base_point,raw_list_date,raw_weight_rule,raw_desc,raw_exp_date,raw_api_name,raw_fetched_at
480023.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",南山50R,国证南山50收益指数,CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2019-12-31,其他,为反映深圳市南山区具有代表性的上市公司整体表现，丰富指数化投资工具，编制国证南山50指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,南山50R,国证南山50收益指数,CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20191231,其他,为反映深圳市南山区具有代表性的上市公司整体表现，丰富指数化投资工具，编制国证南山50指数。,,index_basic,2026-05-04 20:00:42.933834+08
480024.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",南山50R(港币),国证南山50收益指数(港币),CNI,深圳证券交易所,,主题指数,2012-12-31,1000.0000,2019-12-31,其他,为反映深圳市南山区具有代表性的上市公司整体表现，丰富指数化投资工具，编制国证南山50指数。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,南山50R(港币),国证南山50收益指数(港币),CNI,深圳证券交易所,,主题指数,20121231,1000.0000,20191231,其他,为反映深圳市南山区具有代表性的上市公司整体表现，丰富指数化投资工具，编制国证南山50指数。,,index_basic,2026-05-04 20:00:42.933834+08
483005.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通综指R,国证深港通综合全收益指数,CNI,深圳证券交易所,,综合指数,2016-12-02,5000.0000,2017-04-20,自由流通股本,为反映“深港通”股票的整体运行情况，提供跨深港市场的业绩基准与跟踪标的，编制国证深港通综指。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。指数采用人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通综指R,国证深港通综合全收益指数,CNI,深圳证券交易所,,综合指数,20161202,5000.0000,20170420,自由流通股本,为反映“深港通”股票的整体运行情况，提供跨深港市场的业绩基准与跟踪标的，编制国证深港通综指。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。指数采用人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,index_basic,2026-05-04 20:00:42.933834+08
483006.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通综指R(港币),国证深港通综合全收益指数(港币),CNI,深圳证券交易所,,综合指数,2016-12-02,5000.0000,2017-04-20,自由流通股本,为反映“深港通”股票的整体运行情况，提供跨深港市场的业绩基准与跟踪标的，编制国证深港通综指。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。指数采用人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通综指R(港币),国证深港通综合全收益指数(港币),CNI,深圳证券交易所,,综合指数,20161202,5000.0000,20170420,自由流通股本,为反映“深港通”股票的整体运行情况，提供跨深港市场的业绩基准与跟踪标的，编制国证深港通综指。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。指数采用人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,index_basic,2026-05-04 20:00:42.933834+08
483007.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通100R,国证深港通100全收益指数,CNI,深圳证券交易所,,规模指数,2016-12-02,5000.0000,2017-04-20,自由流通股本,为反映“深港通”股票的运行特征，提供跨深港市场的业绩基准与跟踪标的，编制深港通100指数。深港通100以“深港通”所有标的股票为选样空间，在考察流动性表现后，分别从深、港两市选取总市值排名靠前的50只股票作为样本股。指数包括纯价格指数和全收益指数，分别以人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通100R,国证深港通100全收益指数,CNI,深圳证券交易所,,规模指数,20161202,5000.0000,20170420,自由流通股本,为反映“深港通”股票的运行特征，提供跨深港市场的业绩基准与跟踪标的，编制深港通100指数。深港通100以“深港通”所有标的股票为选样空间，在考察流动性表现后，分别从深、港两市选取总市值排名靠前的50只股票作为样本股。指数包括纯价格指数和全收益指数，分别以人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,index_basic,2026-05-04 20:00:42.933834+08
483008.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通100R(港币),国证深港通100全收益指数(港币),CNI,深圳证券交易所,,规模指数,2016-12-02,5000.0000,2017-04-20,自由流通股本,为反映“深港通”股票的运行特征，提供跨深港市场的业绩基准与跟踪标的，编制深港通100指数。深港通100以“深港通”所有标的股票为选样空间，在考察流动性表现后，分别从深、港两市选取总市值排名靠前的50只股票作为样本股。指数包括纯价格指数和全收益指数，分别以人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通100R(港币),国证深港通100全收益指数(港币),CNI,深圳证券交易所,,规模指数,20161202,5000.0000,20170420,自由流通股本,为反映“深港通”股票的运行特征，提供跨深港市场的业绩基准与跟踪标的，编制深港通100指数。深港通100以“深港通”所有标的股票为选样空间，在考察流动性表现后，分别从深、港两市选取总市值排名靠前的50只股票作为样本股。指数包括纯价格指数和全收益指数，分别以人民币和港币计价，由深圳证券信息公司“指数易”系统计算实时点位，通过信息商终端发布实时行情。,,index_basic,2026-05-04 20:00:42.933834+08
483009.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通手机产业链R,国证深港通手机产业链全收益指数,CNI,深圳证券交易所,,主题指数,2011-12-30,1000.0000,2017-09-29,其他,为反映深港两市手机产业链相关上市公司的整体表现，向投资者提供更丰富的指数化投资标的，推进指数基金产品的开发，编制国证深港通手机产业链指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通手机产业链R,国证深港通手机产业链全收益指数,CNI,深圳证券交易所,,主题指数,20111230,1000.0000,20170929,其他,为反映深港两市手机产业链相关上市公司的整体表现，向投资者提供更丰富的指数化投资标的，推进指数基金产品的开发，编制国证深港通手机产业链指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,index_basic,2026-05-04 20:00:42.933834+08
483010.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通手机产业链R(港币),国证深港通手机产业链全收益指数(港币),CNI,深圳证券交易所,,主题指数,2011-12-30,1000.0000,2017-09-29,其他,为反映深港两市手机产业链相关上市公司的整体表现，向投资者提供更丰富的指数化投资标的，推进指数基金产品的开发，编制国证深港通手机产业链指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通手机产业链R(港币),国证深港通手机产业链全收益指数(港币),CNI,深圳证券交易所,,主题指数,20111230,1000.0000,20170929,其他,为反映深港两市手机产业链相关上市公司的整体表现，向投资者提供更丰富的指数化投资标的，推进指数基金产品的开发，编制国证深港通手机产业链指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,index_basic,2026-05-04 20:00:42.933834+08
483011.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通绿色优选R,中财-国证深港通绿色优选收益指数,CNI,深圳证券交易所,,主题指数,2011-12-30,1000.0000,2017-12-18,其他,为反映深港通内绿色概念股票的运行特征，提供跨深港市场的更丰富的业绩基准与跟踪标的，编制中财-国证深港通绿色优选指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通绿色优选R,中财-国证深港通绿色优选收益指数,CNI,深圳证券交易所,,主题指数,20111230,1000.0000,20171218,其他,为反映深港通内绿色概念股票的运行特征，提供跨深港市场的更丰富的业绩基准与跟踪标的，编制中财-国证深港通绿色优选指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,index_basic,2026-05-04 20:00:42.933834+08
483012.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通绿色优选R(港币),中财-国证深港通绿色优选收益指数(港币),CNI,深圳证券交易所,,主题指数,2011-12-30,1000.0000,2017-12-18,其他,为反映深港通内绿色概念股票的运行特征，提供跨深港市场的更丰富的业绩基准与跟踪标的，编制中财-国证深港通绿色优选指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通绿色优选R(港币),中财-国证深港通绿色优选收益指数(港币),CNI,深圳证券交易所,,主题指数,20111230,1000.0000,20171218,其他,为反映深港通内绿色概念股票的运行特征，提供跨深港市场的更丰富的业绩基准与跟踪标的，编制中财-国证深港通绿色优选指数。指数包括纯价格指数和全收益指数，分别以人民币和港币计价。,,index_basic,2026-05-04 20:00:42.933834+08
483013.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通能源R,国证深港通能源行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通能源R,国证深港通能源行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483014.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通能源R(港币),国证深港通能源行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通能源R(港币),国证深港通能源行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483015.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通材料R,国证深港通原材料行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通材料R,国证深港通原材料行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483016.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通材料R(港币),国证深港通原材料行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通材料R(港币),国证深港通原材料行业全收益指数(港币),CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
483017.CNI,60,60,2020-04-06,2026-02-23,"2020-04-06, 2020-05-04, 2020-05-05, 2020-06-26, 2020-10-05, 2020-10-06, 2020-10-07, 2020-10-08, 2021-02-11, 2021-02-16, 2021-02-17, 2021-05-03, 2021-05-04, 2021-05-05, 2021-09-20, 2021-09-21, 2021-10-04, 2021-10-05, 2021-10-06, 2021-10-07, 2022-01-03, 2022-01-31, 2022-02-04, 2022-04-04, 2022-05-03, 2022-05-04, 2022-10-03, 2022-10-05, 2022-10-06, 2022-10-07, 2023-05-03, 2023-06-23, 2023-09-29, 2023-10-04, 2023-10-05, 2023-10-06, 2024-02-09, 2024-02-14, 2024-02-15, 2024-02-16, 2024-04-05, 2024-05-02, 2024-05-03, 2024-09-17, 2024-10-02, 2024-10-03, 2024-10-04, 2024-10-07, 2025-01-28, 2025-02-03, 2025-05-02, 2025-06-02, 2025-10-02, 2025-10-03, 2025-10-06, 2025-10-08, 2026-01-02, 2026-02-16, 2026-02-20, 2026-02-23",深港通工业R,国证深港通工业行业全收益指数,CNI,深圳证券交易所,,行业指数,2016-12-02,5000.0000,2017-12-01,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08,深港通工业R,国证深港通工业行业全收益指数,CNI,深圳证券交易所,,行业指数,20161202,5000.0000,20171201,其他,为反映各行业深港通标的证券的整体运行情况，根据国证行业分类标准，编制深港通行业指数系列。,,index_basic,2026-05-04 20:00:42.933834+08
